,country,year,d_riot,preds_proba,preds
588,Moldova,2023,0,0.4665065751867951,0
589,Mongolia,2018,0,0.6599186720801108,1
590,Mongolia,2019,0,0.5527868816815772,1
591,Mongolia,2020,0,0.5671756803335893,1
592,Mongolia,2021,0,0.5911331129018029,1
593,Mongolia,2022,0,0.5704680145606017,1
594,Mongolia,2023,0,0.6001691936139222,1
595,Montenegro,2018,0,0.3486882888972509,0
596,Montenegro,2019,0,0.3904685290379295,0
597,Montenegro,2020,1,0.4047726905664519,0
598,Montenegro,2021,1,0.6402907710190091,1
599,Montenegro,2022,0,0.6426265391570639,1
600,Montenegro,2023,0,0.3335143238057206,0
601,Morocco,2017,1,0.8335018394774064,1
602,Morocco,2018,1,0.8558062556154328,1
603,Morocco,2019,1,0.8259501226370012,1
604,Morocco,2020,1,0.8077622190132779,1
605,Morocco,2021,1,0.8405528034511021,1
606,Morocco,2022,1,0.8392056581938782,1
607,Morocco,2023,1,0.8297110001738648,1
608,Mozambique,2017,1,0.8596986511363335,1
609,Mozambique,2018,1,0.697072612181038,1
610,Mozambique,2019,1,0.752773911612899,1
611,Mozambique,2020,1,0.7063465459328059,1
612,Mozambique,2021,1,0.7845271131120917,1
613,Mozambique,2022,1,0.8396372837075841,1
614,Mozambique,2023,1,0.6777865288147278,1
615,Myanmar (Burma),2017,1,0.9112035829369449,1
616,Myanmar (Burma),2018,1,0.8736659860877838,1
617,Myanmar (Burma),2019,1,0.8952031072057309,1
618,Myanmar (Burma),2020,1,0.8922126731003797,1
619,Myanmar (Burma),2021,1,0.7955308432833437,1
620,Myanmar (Burma),2022,0,0.7906787163694412,1
621,Myanmar (Burma),2023,0,0.5124438871502811,1
622,Namibia,2017,0,0.8018839751602165,1
623,Namibia,2018,0,0.44340429665192493,0
624,Namibia,2019,0,0.40101321191814077,0
625,Namibia,2020,0,0.4298642475913435,0
626,Namibia,2021,1,0.3991411530395536,0
627,Namibia,2022,1,0.6301382049814247,1
628,Namibia,2023,0,0.6187287880977519,1
629,Nepal,2017,1,0.9258044092838693,1
630,Nepal,2018,1,0.9399860423300087,1
631,Nepal,2019,1,0.9221916079762749,1
632,Nepal,2020,1,0.8996505627407929,1
633,Nepal,2021,1,0.8867691746586935,1
634,Nepal,2022,1,0.8752335800852564,1
635,Nepal,2023,1,0.8663205602534231,1
636,Netherlands,2020,1,0.7026538367425582,1
637,Netherlands,2021,1,0.7600582074373561,1
638,Netherlands,2022,1,0.7557160563960407,1
639,Netherlands,2023,1,0.7608110059370397,1
640,New Zealand,2021,0,0.6764509892724666,1
641,New Zealand,2022,1,0.6561569594363836,1
642,New Zealand,2023,0,0.7632247034086319,1
643,Nicaragua,2018,1,0.6557164218199341,1
644,Nicaragua,2019,1,0.6990223185772382,1
645,Nicaragua,2020,1,0.6392832653408194,1
646,Nicaragua,2021,0,0.572030417137892,1
647,Nicaragua,2022,0,0.40179241470582994,0
648,Nicaragua,2023,0,0.42234716986132825,0
649,Niger,2017,0,0.804802056625184,1
650,Niger,2018,1,0.5100684502539868,1
651,Niger,2019,1,0.7723070921480113,1
652,Niger,2020,1,0.731470142751622,1
653,Niger,2021,1,0.7169823575643672,1
654,Niger,2022,1,0.72973136763297,1
655,Niger,2023,1,0.7975422227961022,1
656,Nigeria,2017,1,0.9636032238531087,1
657,Nigeria,2018,1,0.9209919144368669,1
658,Nigeria,2019,1,0.9549673935559908,1
659,Nigeria,2020,1,0.8783233318928041,1
660,Nigeria,2021,1,0.8651719368436888,1
661,Nigeria,2022,1,0.9013185936343707,1
662,Nigeria,2023,1,0.9059878314057972,1
663,North Macedonia,2018,1,0.4346791447358323,0
664,North Macedonia,2019,0,0.633613157646256,1
665,North Macedonia,2020,0,0.41767610072714734,0
666,North Macedonia,2021,0,0.4124012052371095,0
667,North Macedonia,2022,0,0.45062248926901954,0
668,North Macedonia,2023,0,0.5048642065278841,1
669,Norway,2020,1,0.538011800043523,1
670,Norway,2021,0,0.7219454234555303,1
671,Norway,2022,0,0.4146894696554027,0
672,Norway,2023,0,0.42387693058345155,0
673,Oman,2017,0,0.4070418153027885,0
674,Oman,2018,0,0.4147838124148656,0
675,Oman,2019,0,0.4217537857273229,0
676,Oman,2020,0,0.43916373362429273,0
677,Oman,2021,1,0.45808479558805115,0
678,Oman,2022,0,0.5824799345502927,1
679,Oman,2023,0,0.38887824828390116,0
680,Pakistan,2017,1,0.9449539579015735,1
681,Pakistan,2018,1,0.9389370288136035,1
682,Pakistan,2019,1,0.9362191625757209,1
683,Pakistan,2020,1,0.9232902457202139,1
684,Pakistan,2021,1,0.9183475540069432,1
685,Pakistan,2022,1,0.915302098677021,1
686,Pakistan,2023,1,0.9080919417085619,1
687,Panama,2018,1,0.6909534771489583,1
688,Panama,2019,1,0.7856671264788045,1
689,Panama,2020,1,0.8027921977507418,1
690,Panama,2021,1,0.785202570368653,1
691,Panama,2022,1,0.7539486061271354,1
692,Panama,2023,1,0.7550483484606756,1
693,Papua New Guinea,2021,1,0.3989402740445457,0
694,Papua New Guinea,2022,1,0.7597207798806316,1
695,Papua New Guinea,2023,1,0.5805209644597733,1
696,Paraguay,2018,1,0.679743696510539,1
697,Paraguay,2019,1,0.7444381091753713,1
698,Paraguay,2020,1,0.7562449107568084,1
699,Paraguay,2021,1,0.7645089064778265,1
700,Paraguay,2022,1,0.7880261515434402,1
701,Paraguay,2023,1,0.7729168068588531,1
702,Peru,2018,1,0.7899994494567256,1
703,Peru,2019,1,0.8420429782111059,1
704,Peru,2020,1,0.8772496177117919,1
705,Peru,2021,1,0.8516949725710149,1
706,Peru,2022,1,0.8392034620284764,1
707,Peru,2023,1,0.8292477984689941,1
708,Philippines,2017,1,0.939874142577129,1
709,Philippines,2018,0,0.9385995405208327,1
710,Philippines,2019,1,0.6903278414735594,1
711,Philippines,2020,1,0.9315283496032538,1
712,Philippines,2021,0,0.9239354874461796,1
713,Philippines,2022,1,0.6353393760808502,1
714,Philippines,2023,1,0.8813848180213852,1
715,Poland,2020,1,0.5095967134865758,1
716,Poland,2021,1,0.7110077964642402,1
717,Poland,2022,1,0.6912640269877052,1
718,Poland,2023,1,0.6842336462660499,1
719,Portugal,2020,1,0.6529386359460174,1
720,Portugal,2021,0,0.7212670482181731,1
721,Portugal,2022,0,0.5122126413586816,1
722,Portugal,2023,0,0.5219891275982661,1
723,Qatar,2017,0,0.21609189692623187,0
724,Qatar,2018,0,0.23766436629588172,0
725,Qatar,2019,0,0.24757914470577602,0
726,Qatar,2020,0,0.224163593740751,0
727,Qatar,2021,0,0.2250153811789951,0
728,Qatar,2022,0,0.1978551772939845,0
729,Qatar,2023,0,0.2998201479030252,0
730,Congo,2017,0,0.372015411912333,0
731,Congo,2018,0,0.331377992866094,0
732,Congo,2019,0,0.32005501994721647,0
733,Congo,2020,0,0.4425811613514899,0
734,Congo,2021,1,0.4342289748011795,0
735,Congo,2022,1,0.5656924820243039,1
736,Congo,2023,0,0.5883188555665684,1
737,Romania,2018,0,0.6454451631489703,1
738,Romania,2019,1,0.5761583651175567,1
739,Romania,2020,1,0.8164881905735124,1
740,Romania,2021,1,0.7930662950782948,1
741,Romania,2022,0,0.7697332856802263,1
742,Romania,2023,0,0.5001916715333417,1
743,Russia (Soviet Union),2018,1,0.7234226560151893,1
744,Russia (Soviet Union),2019,1,0.7771208114398889,1
745,Russia (Soviet Union),2020,1,0.7837858167456158,1
746,Russia (Soviet Union),2021,1,0.7699706579782424,1
747,Russia (Soviet Union),2022,1,0.7646648599650917,1
748,Russia (Soviet Union),2023,1,0.7515771788374523,1
749,Rwanda,2017,0,0.24945591378592746,0
750,Rwanda,2018,0,0.21069468029811822,0
751,Rwanda,2019,0,0.229691781633403,0
752,Rwanda,2020,0,0.2503597982569711,0
753,Rwanda,2021,0,0.27041756290611024,0
754,Rwanda,2022,0,0.3203795590995701,0
755,Rwanda,2023,0,0.3032774959658906,0
756,Saudi Arabia,2017,0,0.34183935498304674,0
757,Saudi Arabia,2018,0,0.3679756314844472,0
758,Saudi Arabia,2019,0,0.3662599425675017,0
759,Saudi Arabia,2020,0,0.35949917104712714,0
760,Saudi Arabia,2021,0,0.3922978398539634,0
761,Saudi Arabia,2022,0,0.3422931052414924,0
762,Saudi Arabia,2023,0,0.3617649510643244,0
763,Senegal,2017,1,0.7867612411757895,1
764,Senegal,2018,1,0.7367966042035201,1
765,Senegal,2019,1,0.7774518141582059,1
766,Senegal,2020,1,0.760733862854515,1
767,Senegal,2021,1,0.7076332811385764,1
768,Senegal,2022,1,0.7499201932381365,1
769,Senegal,2023,1,0.7874714492271595,1
770,Serbia,2018,0,0.41965908089231974,0
771,Serbia,2019,1,0.39039034535859785,0
772,Serbia,2020,1,0.7132757357181143,1
773,Serbia,2021,0,0.7210803004411734,1
774,Serbia,2022,0,0.4395468048621093,0
775,Serbia,2023,0,0.41588568436453016,0
776,Sierra Leone,2017,1,0.8130767016463081,1
777,Sierra Leone,2018,1,0.8203793295272457,1
778,Sierra Leone,2019,1,0.7130899334700805,1
779,Sierra Leone,2020,1,0.7451332257062964,1
780,Sierra Leone,2021,1,0.6831296875223868,1
781,Sierra Leone,2022,1,0.701836972713557,1
782,Sierra Leone,2023,1,0.7473785609069756,1
783,Singapore,2020,0,0.4563728648125567,0
784,Singapore,2021,0,0.4389798496081977,0
785,Singapore,2022,0,0.46111522493634916,0
786,Singapore,2023,0,0.452641692852412,0
787,Slovakia,2020,1,0.3706626649873411,0
788,Slovakia,2021,0,0.6226050428922129,1
789,Slovakia,2022,0,0.399930868515966,0
790,Slovakia,2023,0,0.36803800890775706,0
791,Slovenia,2020,0,0.35497269508485896,0
792,Slovenia,2021,0,0.31523349478814294,0
793,Slovenia,2022,0,0.32333768993154105,0
794,Slovenia,2023,0,0.3235823556965416,0
795,Solomon Islands,2021,1,0.31069490891435947,0
796,Solomon Islands,2022,0,0.5488558779755613,1
797,Solomon Islands,2023,0,0.3353256458389239,0
798,Somalia,2017,1,0.894751813160795,1
799,Somalia,2018,1,0.8251404040346437,1
800,Somalia,2019,1,0.8583931494388413,1
801,Somalia,2020,1,0.8429981996418934,1
802,Somalia,2021,1,0.8383929171247786,1
803,Somalia,2022,1,0.8112925988612131,1
804,Somalia,2023,1,0.8235951668302218,1
805,South Africa,2017,1,0.9585160103435268,1
806,South Africa,2018,1,0.9620020784961416,1
807,South Africa,2019,1,0.9383467500451661,1
808,South Africa,2020,1,0.9343298353082503,1
809,South Africa,2021,1,0.9193040779363892,1
810,South Africa,2022,1,0.9090888685398695,1
811,South Africa,2023,1,0.8951913002371508,1
812,South Korea,2018,1,0.7332498110276044,1
813,South Korea,2019,1,0.7461798156069682,1
814,South Korea,2020,1,0.7498848490821601,1
815,South Korea,2021,1,0.7367019098759434,1
816,South Korea,2022,1,0.7322035773309191,1
817,South Korea,2023,1,0.7164908429448354,1
818,South Sudan,2017,1,0.7391111581583252,1
819,South Sudan,2018,1,0.7270733105369458,1
820,South Sudan,2019,1,0.7101208110267954,1
821,South Sudan,2020,1,0.7319512749687196,1
822,South Sudan,2021,1,0.7265994616056659,1
823,South Sudan,2022,1,0.7174257104546616,1
824,South Sudan,2023,1,0.6907806614542968,1
825,Spain,2020,1,0.6255812451826575,1
826,Spain,2021,1,0.7717230322852455,1
827,Spain,2022,1,0.7640297477807576,1
828,Spain,2023,1,0.7707027071577389,1
829,Sri Lanka,2017,1,0.9391759966507317,1
830,Sri Lanka,2018,1,0.9148707148026758,1
831,Sri Lanka,2019,1,0.9233265137839963,1
832,Sri Lanka,2020,1,0.9160822239117522,1
833,Sri Lanka,2021,1,0.903439298130543,1
834,Sri Lanka,2022,1,0.9147567689093283,1
835,Sri Lanka,2023,1,0.9053473228436331,1
836,Sudan,2017,1,0.8578253999810671,1
837,Sudan,2018,1,0.8552171109790028,1
838,Sudan,2019,1,0.8101417750601748,1
839,Sudan,2020,1,0.8021359640332134,1
840,Sudan,2021,1,0.8043125853089758,1
841,Sudan,2022,1,0.7881755499467844,1
842,Sudan,2023,1,0.7884844296477705,1
843,Suriname,2018,0,0.43684554077593085,0
844,Suriname,2019,0,0.39721422256078887,0
845,Suriname,2020,1,0.37775180802892294,0
846,Suriname,2021,1,0.649168057787969,1
847,Suriname,2022,1,0.7358759439281547,1
848,Suriname,2023,0,0.5876856184529928,1
849,Sweden,2020,1,0.6637229731174259,1
850,Sweden,2021,0,0.7339442437104853,1
851,Sweden,2022,1,0.5212497803216425,1
852,Sweden,2023,0,0.7281621319295283,1
853,Switzerland,2020,0,0.6441569960733878,1
854,Switzerland,2021,1,0.5637462278629599,1
855,Switzerland,2022,0,0.7095621436083857,1
856,Switzerland,2023,1,0.49694699355401,0
857,Syria,2017,1,0.65290459586695,1
858,Syria,2018,1,0.7373605495344655,1
859,Syria,2019,1,0.7001014011445903,1
860,Syria,2020,1,0.7012912717405881,1
861,Syria,2021,1,0.715957996927843,1
862,Syria,2022,1,0.6996598129871527,1
863,Syria,2023,1,0.6925130356826295,1
864,Tajikistan,2018,0,0.30405885680344813,0
865,Tajikistan,2019,1,0.2761741611195518,0
866,Tajikistan,2020,0,0.541381934346849,1
867,Tajikistan,2021,1,0.31087036516078864,0
868,Tajikistan,2022,0,0.5643105095967353,1
869,Tajikistan,2023,0,0.30723969487634384,0
870,Tanzania,2017,1,0.9109924911308216,1
871,Tanzania,2018,1,0.9222098896017472,1
872,Tanzania,2019,1,0.8746704904830962,1
873,Tanzania,2020,1,0.8946732174194751,1
874,Tanzania,2021,1,0.8516955915860229,1
875,Tanzania,2022,1,0.8095855512350131,1
876,Tanzania,2023,1,0.8557381365286734,1
877,Thailand,2017,1,0.893938607743192,1
878,Thailand,2018,0,0.8966278992583119,1
879,Thailand,2019,1,0.633784040825021,1
880,Thailand,2020,1,0.8401128912530105,1
881,Thailand,2021,1,0.8454425980800888,1
882,Thailand,2022,1,0.8035554108661768,1
883,Thailand,2023,0,0.8634662153518604,1
884,Togo,2017,1,0.5551582619147867,1
885,Togo,2018,1,0.6796965120569585,1
886,Togo,2019,0,0.7200871726104201,1
887,Togo,2020,1,0.4928968133157837,0
888,Togo,2021,1,0.6912739266962922,1
889,Togo,2022,1,0.7492522899195586,1
890,Togo,2023,0,0.7835941997221174,1
891,Trinidad and Tobago,2018,1,0.48107142831304195,0
892,Trinidad and Tobago,2019,1,0.7395613171797482,1
893,Trinidad and Tobago,2020,1,0.7093589857618753,1
894,Trinidad and Tobago,2021,1,0.722802126060512,1
895,Trinidad and Tobago,2022,1,0.6870986911393653,1
896,Trinidad and Tobago,2023,1,0.6794872720189302,1
897,Tunisia,2017,1,0.9211875514422232,1
898,Tunisia,2018,1,0.9408583777073123,1
899,Tunisia,2019,1,0.9541235564480426,1
900,Tunisia,2020,1,0.9449472120672651,1
901,Tunisia,2021,1,0.9265065139210193,1
902,Tunisia,2022,1,0.9065712635000152,1
903,Tunisia,2023,1,0.915162577813896,1
904,Turkey,2017,1,0.9125011785538498,1
905,Turkey,2018,1,0.9112243777251047,1
906,Turkey,2019,1,0.8988315384356816,1
907,Turkey,2020,1,0.8987119006635382,1
908,Turkey,2021,1,0.8880415261323833,1
909,Turkey,2022,1,0.8739677586029064,1
910,Turkey,2023,1,0.8710817852384063,1
911,Turkmenistan,2018,0,0.25300970964052405,0
912,Turkmenistan,2019,0,0.2737375743391858,0
913,Turkmenistan,2020,0,0.27298441590749556,0
914,Turkmenistan,2021,0,0.27631949924976373,0
915,Turkmenistan,2022,0,0.2727165923300885,0
916,Turkmenistan,2023,0,0.2737450480212644,0
917,Uganda,2017,1,0.7796505839264647,1
918,Uganda,2018,1,0.8074068567560491,1
919,Uganda,2019,1,0.8097078692251122,1
920,Uganda,2020,1,0.8230956122993904,1
921,Uganda,2021,1,0.8322296138411068,1
922,Uganda,2022,1,0.7923970249005206,1
923,Uganda,2023,1,0.7735112303656567,1
924,Ukraine,2018,1,0.5446146583050047,1
925,Ukraine,2019,1,0.7828559879975282,1
926,Ukraine,2020,1,0.8044062620122934,1
927,Ukraine,2021,1,0.7706221168935392,1
928,Ukraine,2022,1,0.7841386802518273,1
929,Ukraine,2023,0,0.7877459499026314,1
930,United Arab Emirates,2017,0,0.2952208662953716,0
931,United Arab Emirates,2018,0,0.3152425298502758,0
932,United Arab Emirates,2019,0,0.31735838974188785,0
933,United Arab Emirates,2020,0,0.3142567054103041,0
934,United Arab Emirates,2021,0,0.2747840000106225,0
935,United Arab Emirates,2022,0,0.22331527081475513,0
936,United Arab Emirates,2023,0,0.33099115777382176,0
937,United Kingdom,2020,1,0.7337408467845874,1
938,United Kingdom,2021,1,0.795380137697817,1
939,United Kingdom,2022,1,0.777876394929591,1
940,United Kingdom,2023,1,0.7735241080010291,1
941,United States of America,2020,1,0.6419525080114101,1
942,United States of America,2021,1,0.7844314312434867,1
943,United States of America,2022,1,0.774153057888038,1
944,United States of America,2023,1,0.7752314305509702,1
945,Uruguay,2018,1,0.6911265570742181,1
946,Uruguay,2019,1,0.7516046109523851,1
947,Uruguay,2020,0,0.7471743437526199,1
948,Uruguay,2021,0,0.547332063381154,1
949,Uruguay,2022,1,0.5516049557523451,1
950,Uruguay,2023,0,0.7431444782971395,1
951,Uzbekistan,2018,0,0.39988956487104077,0
952,Uzbekistan,2019,1,0.41871787684052164,0
953,Uzbekistan,2020,1,0.6568966262038053,1
954,Uzbekistan,2021,1,0.6204943971605543,1
955,Uzbekistan,2022,1,0.6230402638804203,1
956,Uzbekistan,2023,1,0.624799926869762,1
957,Venezuela,2018,1,0.7123717604633443,1
958,Venezuela,2019,1,0.7785594517070191,1
959,Venezuela,2020,1,0.7755724943713067,1
960,Venezuela,2021,1,0.7638525063433415,1
961,Venezuela,2022,1,0.7564704796244099,1
962,Venezuela,2023,1,0.7468287471520423,1
963,Vietnam,2017,1,0.27672600729791386,0
964,Vietnam,2018,1,0.5828561786929547,1
965,Vietnam,2019,1,0.5607205791891863,1
966,Vietnam,2020,0,0.5957663563271712,1
967,Vietnam,2021,0,0.32783245420444634,0
968,Vietnam,2022,0,0.3336162161854505,0
969,Vietnam,2023,0,0.3349528777854829,0
970,Yemen (North Yemen),2017,1,0.8526576536451924,1
971,Yemen (North Yemen),2018,1,0.837192424274994,1
972,Yemen (North Yemen),2019,1,0.8335254409939277,1
973,Yemen (North Yemen),2020,1,0.8214440817410186,1
974,Yemen (North Yemen),2021,1,0.8206331868477432,1
975,Yemen (North Yemen),2022,1,0.8164487535087955,1
976,Yemen (North Yemen),2023,1,0.8121729254489849,1
977,Zambia,2017,1,0.8817921211547252,1
978,Zambia,2018,1,0.8423132679436909,1
979,Zambia,2019,1,0.880172026118315,1
980,Zambia,2020,1,0.8480833592584186,1
981,Zambia,2021,1,0.8614412449905924,1
982,Zambia,2022,1,0.7976712684741027,1
983,Zambia,2023,1,0.779167662962159,1
984,Zimbabwe,2017,1,0.8980302421605412,1
985,Zimbabwe,2018,1,0.8981715023235037,1
986,Zimbabwe,2019,1,0.8459371988670763,1
987,Zimbabwe,2020,1,0.873455676986011,1
988,Zimbabwe,2021,1,0.8915653037140387,1
989,Zimbabwe,2022,1,0.889558565684875,1
990,Zimbabwe,2023,1,0.8410236986244886,1
991,eSwatini,2017,0,0.05697297860212696,0
992,eSwatini,2018,0,0.08684635507408406,0
993,eSwatini,2019,1,0.09237138593492657,0
994,eSwatini,2020,1,0.42859200684928356,0
995,eSwatini,2021,1,0.42173913341110186,0
996,eSwatini,2022,1,0.4196044961261072,0
997,eSwatini,2023,1,0.47093697466520773,0
