,country,year,d_osv,preds_proba,preds
586,Sierra Leone,2022,0,0.3010206728093348,0
587,Sierra Leone,2023,0,0.1961097339388735,0
588,Ghana,2017,0,0.10027217246373311,0
589,Ghana,2018,0,0.1022559969065336,0
590,Ghana,2019,0,0.10697209850992383,0
591,Ghana,2020,0,0.11122614412777429,0
592,Ghana,2021,0,0.11465883182169313,0
593,Ghana,2022,0,0.12688687994589676,0
594,Ghana,2023,0,0.13752304000718044,0
595,Togo,2017,0,0.11032923189861493,0
596,Togo,2018,0,0.18681949588007885,0
597,Togo,2019,1,0.16506231809731342,0
598,Togo,2020,0,0.26258377749956474,0
599,Togo,2021,0,0.1310242374099537,0
600,Togo,2022,1,0.13391927877204207,0
601,Togo,2023,1,0.3739137856305226,0
602,Cameroon,2017,1,0.785900684869676,1
603,Cameroon,2018,1,0.7349855979184581,1
604,Cameroon,2019,1,0.7172198992287002,1
605,Cameroon,2020,1,0.654024323695817,1
606,Cameroon,2021,1,0.7145800395361164,1
607,Cameroon,2022,1,0.7289299653856123,1
608,Cameroon,2023,1,0.6745950921053356,1
609,Nigeria,2017,1,0.9552964725924951,1
610,Nigeria,2018,1,0.9506552633664831,1
611,Nigeria,2019,1,0.9409668857555087,1
612,Nigeria,2020,1,0.930958855362968,1
613,Nigeria,2021,1,0.9353039531027822,1
614,Nigeria,2022,1,0.9214036048778133,1
615,Nigeria,2023,1,0.9042662841933771,1
616,Gabon,2017,0,0.04456170012784545,0
617,Gabon,2018,0,0.046733806487456356,0
618,Gabon,2019,0,0.04194941562392958,0
619,Gabon,2020,0,0.047798369013289384,0
620,Gabon,2021,0,0.04939702242940375,0
621,Gabon,2022,0,0.07169924936915026,0
622,Gabon,2023,0,0.08462804159733699,0
623,Central African Republic,2017,1,0.9461652037270536,1
624,Central African Republic,2018,1,0.9350416439628546,1
625,Central African Republic,2019,1,0.9177635993954134,1
626,Central African Republic,2020,1,0.8973245791282436,1
627,Central African Republic,2021,1,0.9022276577809942,1
628,Central African Republic,2022,1,0.9069732049969305,1
629,Central African Republic,2023,1,0.9109379701155085,1
630,Chad,2017,1,0.7868991303180074,1
631,Chad,2018,1,0.7313781713940964,1
632,Chad,2019,1,0.7452090203687329,1
633,Chad,2020,1,0.7322140716837171,1
634,Chad,2021,1,0.6110076623985276,1
635,Chad,2022,1,0.5966596864942495,1
636,Chad,2023,1,0.5992763078659288,1
637,Congo,2017,0,0.0937081908340679,0
638,Congo,2018,0,0.14441945929334224,0
639,Congo,2019,0,0.14996590187499145,0
640,Congo,2020,0,0.16552404114466854,0
641,Congo,2021,0,0.10922831067094463,0
642,Congo,2022,0,0.1080865837225462,0
643,Congo,2023,0,0.10946956054271162,0
644,DR Congo (Zaire),2017,1,0.9688631474583909,1
645,DR Congo (Zaire),2018,1,0.9493395248530654,1
646,DR Congo (Zaire),2019,1,0.8088648039859054,1
647,DR Congo (Zaire),2020,1,0.9083159180788327,1
648,DR Congo (Zaire),2021,1,0.8097577987007492,1
649,DR Congo (Zaire),2022,1,0.9467812421612052,1
650,DR Congo (Zaire),2023,1,0.937983738502786,1
651,Uganda,2017,0,0.28367118449441736,0
652,Uganda,2018,1,0.3192691214809782,0
653,Uganda,2019,1,0.4768856649468139,0
654,Uganda,2020,0,0.4848277464003423,0
655,Uganda,2021,1,0.4066212991343231,0
656,Uganda,2022,0,0.4909932287957647,0
657,Uganda,2023,1,0.47027521286417584,0
658,Kenya,2017,1,0.9192890967520695,1
659,Kenya,2018,1,0.9197612150759245,1
660,Kenya,2019,1,0.9201907499955493,1
661,Kenya,2020,1,0.8938110448237567,1
662,Kenya,2021,1,0.8859022368705032,1
663,Kenya,2022,1,0.7869893413206487,1
664,Kenya,2023,1,0.7649934441100585,1
665,Tanzania,2017,1,0.3412883479375248,0
666,Tanzania,2018,1,0.4341338026546177,0
667,Tanzania,2019,1,0.4374730039343977,0
668,Tanzania,2020,1,0.4159053842587571,0
669,Tanzania,2021,1,0.38444350288533685,0
670,Tanzania,2022,1,0.377382929946701,0
671,Tanzania,2023,0,0.4046676369749938,0
672,Burundi,2017,1,0.8134701227252373,1
673,Burundi,2018,1,0.7141874018443555,1
674,Burundi,2019,1,0.6998715566089505,1
675,Burundi,2020,1,0.6585986154265103,1
676,Burundi,2021,1,0.6030176147493128,1
677,Burundi,2022,1,0.5624094683437388,1
678,Burundi,2023,1,0.5171409359931589,1
679,Rwanda,2017,1,0.5342118035639153,1
680,Rwanda,2018,1,0.5428246761751354,1
681,Rwanda,2019,0,0.5443902837132485,1
682,Rwanda,2020,0,0.4257018514320161,0
683,Rwanda,2021,0,0.3629902155613567,0
684,Rwanda,2022,1,0.4002547110978555,0
685,Rwanda,2023,0,0.5716330541031303,1
686,Somalia,2017,1,0.8712926223051555,1
687,Somalia,2018,1,0.778484985408431,1
688,Somalia,2019,1,0.7978423014107299,1
689,Somalia,2020,1,0.7925252848168195,1
690,Somalia,2021,1,0.7368896783467166,1
691,Somalia,2022,1,0.6548206135623298,1
692,Somalia,2023,1,0.6474832719526641,1
693,Djibouti,2017,0,0.13125191306617248,0
694,Djibouti,2018,0,0.07067461365816724,0
695,Djibouti,2019,0,0.07087223151029064,0
696,Djibouti,2020,0,0.07049342618248933,0
697,Djibouti,2021,0,0.09325717344934029,0
698,Djibouti,2022,0,0.08841603093345922,0
699,Djibouti,2023,0,0.08694461106768592,0
700,Ethiopia,2017,1,0.838594917304271,1
701,Ethiopia,2018,1,0.8361411904523517,1
702,Ethiopia,2019,1,0.8080922348821643,1
703,Ethiopia,2020,1,0.8485807019886689,1
704,Ethiopia,2021,1,0.8582765991827966,1
705,Ethiopia,2022,1,0.8503941134285008,1
706,Ethiopia,2023,1,0.8599217791821956,1
707,Eritrea,2017,0,0.03377914458417717,0
708,Eritrea,2018,0,0.0613513242254013,0
709,Eritrea,2019,0,0.09142212935830729,0
710,Eritrea,2020,0,0.13561485988085967,0
711,Eritrea,2021,0,0.13765764173131834,0
712,Eritrea,2022,0,0.12718876387664987,0
713,Eritrea,2023,0,0.11126216989253067,0
714,Angola,2017,1,0.43017839711198536,0
715,Angola,2018,1,0.40339791928244323,0
716,Angola,2019,1,0.42815798172944447,0
717,Angola,2020,1,0.4396158489472319,0
718,Angola,2021,1,0.45844326709004496,0
719,Angola,2022,1,0.44814838478349067,0
720,Angola,2023,0,0.4844696607263165,0
721,Mozambique,2017,1,0.4568892344916218,0
722,Mozambique,2018,1,0.41013488582431246,0
723,Mozambique,2019,1,0.38252470277017914,0
724,Mozambique,2020,1,0.5679393146646823,1
725,Mozambique,2021,1,0.5364206485673616,1
726,Mozambique,2022,1,0.4859140863705128,0
727,Mozambique,2023,1,0.4898526278519419,0
728,Zambia,2017,0,0.06289071600321076,0
729,Zambia,2018,0,0.10718985461241284,0
730,Zambia,2019,0,0.14749000170010623,0
731,Zambia,2020,0,0.1965363491245454,0
732,Zambia,2021,0,0.18773226163486917,0
733,Zambia,2022,0,0.14857357773135685,0
734,Zambia,2023,0,0.16157460723179945,0
735,Zimbabwe,2017,0,0.19073263374919408,0
736,Zimbabwe,2018,1,0.16390888775285797,0
737,Zimbabwe,2019,1,0.3756342983908352,0
738,Zimbabwe,2020,1,0.4640918640213958,0
739,Zimbabwe,2021,0,0.42774269042917856,0
740,Zimbabwe,2022,0,0.27091411866752046,0
741,Zimbabwe,2023,0,0.2890647703546504,0
742,Malawi,2017,0,0.11003005578573839,0
743,Malawi,2018,0,0.11621595641666446,0
744,Malawi,2019,0,0.11854796866844831,0
745,Malawi,2020,0,0.14852699346091647,0
746,Malawi,2021,0,0.15879574244713912,0
747,Malawi,2022,0,0.19707752716268107,0
748,Malawi,2023,0,0.2420170022802059,0
749,South Africa,2017,0,0.1665827068607523,0
750,South Africa,2018,1,0.16100677180180262,0
751,South Africa,2019,1,0.2794306259737901,0
752,South Africa,2020,1,0.2507918945449586,0
753,South Africa,2021,0,0.3556667415564535,0
754,South Africa,2022,0,0.29294653140766863,0
755,South Africa,2023,1,0.2798121634027269,0
756,Namibia,2017,0,0.026635859674531043,0
757,Namibia,2018,0,0.07737873603844005,0
758,Namibia,2019,0,0.07779701101710959,0
759,Namibia,2020,0,0.15264545954386202,0
760,Namibia,2021,0,0.1631525047164464,0
761,Namibia,2022,0,0.15238045218018223,0
762,Namibia,2023,0,0.11093718567605859,0
763,Lesotho,2017,0,0.04754805653924444,0
764,Lesotho,2018,0,0.04839197671944182,0
765,Lesotho,2019,0,0.0913509785823306,0
766,Lesotho,2020,0,0.0758248920792676,0
767,Lesotho,2021,0,0.07400733372850773,0
768,Lesotho,2022,0,0.07375086240170763,0
769,Lesotho,2023,0,0.06048662379613172,0
770,Botswana,2017,0,0.009096811472605425,0
771,Botswana,2018,0,0.00895867294745715,0
772,Botswana,2019,0,0.049243819781990376,0
773,Botswana,2020,0,0.04213157739614267,0
774,Botswana,2021,0,0.05691882847194626,0
775,Botswana,2022,0,0.02271439228230086,0
776,Botswana,2023,0,0.038461436317096157,0
777,eSwatini,2017,0,0.049716378112161744,0
778,eSwatini,2018,0,0.07857209198094231,0
779,eSwatini,2019,1,0.04976670290386977,0
780,eSwatini,2020,1,0.15569986819549833,0
781,eSwatini,2021,1,0.13462760607004476,0
782,eSwatini,2022,1,0.20763128787925267,0
783,eSwatini,2023,1,0.21994653612396697,0
784,Madagascar,2017,1,0.09068771268736778,0
785,Madagascar,2018,0,0.24237174488557797,0
786,Madagascar,2019,1,0.19751742304493508,0
787,Madagascar,2020,1,0.3252906706393426,0
788,Madagascar,2021,0,0.33690875027505485,0
789,Madagascar,2022,0,0.24282651437499347,0
790,Madagascar,2023,0,0.19855077457083517,0
791,Comoros,2017,0,0.02773740909792853,0
792,Comoros,2018,0,0.036583555151098304,0
793,Comoros,2019,0,0.01975762840818094,0
794,Comoros,2020,0,0.026319684192323226,0
795,Comoros,2021,0,0.03284871849407302,0
796,Comoros,2022,0,0.02645375421822411,0
797,Comoros,2023,0,0.030046044406040195,0
798,Mauritius,2017,0,0.011158378554384901,0
799,Mauritius,2018,0,0.011618988673085532,0
800,Mauritius,2019,0,0.011694838862159494,0
801,Mauritius,2020,0,0.058028697577899656,0
802,Mauritius,2021,0,0.06208137453278093,0
803,Mauritius,2022,0,0.06386782272546127,0
804,Mauritius,2023,0,0.07064258939211826,0
805,Morocco,2017,0,0.13108700480066943,0
806,Morocco,2018,0,0.08390124070012808,0
807,Morocco,2019,0,0.11928016325719895,0
808,Morocco,2020,0,0.12439846083849514,0
809,Morocco,2021,0,0.13555063797597064,0
810,Morocco,2022,0,0.14009004162013522,0
811,Morocco,2023,0,0.15480938124968707,0
812,Algeria,2017,0,0.2630963784685811,0
813,Algeria,2018,1,0.23750636986149654,0
814,Algeria,2019,1,0.44334621058426105,0
815,Algeria,2020,0,0.35417943323470313,0
816,Algeria,2021,0,0.2956525417058399,0
817,Algeria,2022,0,0.19337762791858504,0
818,Algeria,2023,0,0.22305406660083427,0
819,Tunisia,2017,0,0.28595559670053183,0
820,Tunisia,2018,1,0.24240498899175078,0
821,Tunisia,2019,0,0.411133431141537,0
822,Tunisia,2020,0,0.25952700381968064,0
823,Tunisia,2021,0,0.2515012861484544,0
824,Tunisia,2022,0,0.2571778621576891,0
825,Tunisia,2023,0,0.22965378295592298,0
826,Libya,2017,1,0.6669741085952713,1
827,Libya,2018,1,0.6166763511971574,1
828,Libya,2019,1,0.5278236915731437,1
829,Libya,2020,1,0.4829305640779594,0
830,Libya,2021,0,0.478264835994722,0
831,Libya,2022,0,0.35379283369279435,0
832,Libya,2023,0,0.3784271970316848,0
833,Sudan,2017,1,0.9100980804017607,1
834,Sudan,2018,1,0.9292294145125495,1
835,Sudan,2019,1,0.8795258616471615,1
836,Sudan,2020,1,0.8604277457615012,1
837,Sudan,2021,1,0.9230920157340758,1
838,Sudan,2022,1,0.919368661196442,1
839,Sudan,2023,1,0.9461057027181874,1
840,South Sudan,2017,1,0.6696280490499057,1
841,South Sudan,2018,1,0.6692769306277474,1
842,South Sudan,2019,1,0.6645284247728777,1
843,South Sudan,2020,1,0.6590516864523597,1
844,South Sudan,2021,1,0.5826733696380211,1
845,South Sudan,2022,1,0.5679876224662206,1
846,South Sudan,2023,1,0.498568800221611,0
847,Iran,2017,0,0.20565556667431928,0
848,Iran,2018,1,0.2461760614110765,0
849,Iran,2019,1,0.40703327168462133,0
850,Iran,2020,1,0.42351737577427906,0
851,Iran,2021,1,0.4073491924058341,0
852,Iran,2022,1,0.4126524750633179,0
853,Iran,2023,1,0.42956009366465964,0
854,Turkey,2017,1,0.7090599296388547,1
855,Turkey,2018,0,0.6661171936173115,1
856,Turkey,2019,1,0.601747907107451,1
857,Turkey,2020,1,0.6401252907291222,1
858,Turkey,2021,0,0.6458837525919676,1
859,Turkey,2022,1,0.6149229281498021,1
860,Turkey,2023,1,0.67103268385486,1
861,Iraq,2017,1,0.8903267953673161,1
862,Iraq,2018,1,0.8989973579437588,1
863,Iraq,2019,1,0.8218130456231656,1
864,Iraq,2020,1,0.8315980468383386,1
865,Iraq,2021,1,0.8228920670647291,1
866,Iraq,2022,1,0.7843003159136146,1
867,Iraq,2023,1,0.7779835504859821,1
868,Egypt,2017,1,0.6430390709726741,1
869,Egypt,2018,1,0.5546638129512729,1
870,Egypt,2019,1,0.4750819874053336,0
871,Egypt,2020,1,0.4387472529701478,0
872,Egypt,2021,1,0.43268761992835475,0
873,Egypt,2022,1,0.4120503596376951,0
874,Egypt,2023,1,0.431077681838978,0
875,Syria,2017,1,0.7286209532678775,1
876,Syria,2018,1,0.7450566490042826,1
877,Syria,2019,1,0.6696143221195991,1
878,Syria,2020,1,0.6733673809455034,1
879,Syria,2021,1,0.6556876665629541,1
880,Syria,2022,1,0.6448409498447463,1
881,Syria,2023,1,0.6293789351156531,1
882,Lebanon,2017,0,0.6595139860209128,1
883,Lebanon,2018,0,0.5335375928811628,1
884,Lebanon,2019,0,0.5326754304884483,1
885,Lebanon,2020,0,0.5396671933531945,1
886,Lebanon,2021,0,0.5152785594478555,1
887,Lebanon,2022,0,0.5227204666936569,1
888,Lebanon,2023,0,0.5061330447270063,1
889,Jordan,2017,0,0.06734360947689882,0
890,Jordan,2018,0,0.08574469577609821,0
891,Jordan,2019,0,0.04973348494102912,0
892,Jordan,2020,0,0.10219627576470294,0
893,Jordan,2021,0,0.0974693560217052,0
894,Jordan,2022,0,0.11918853091012951,0
895,Jordan,2023,0,0.10441601813286469,0
896,Israel,2017,1,0.7941481846234746,1
897,Israel,2018,1,0.789576906869254,1
898,Israel,2019,1,0.7218784558517202,1
899,Israel,2020,1,0.7326568122314953,1
900,Israel,2021,1,0.7818715666810443,1
901,Israel,2022,1,0.7800558576364657,1
902,Israel,2023,1,0.7875628613235249,1
903,Saudi Arabia,2017,0,0.6193804693381569,1
904,Saudi Arabia,2018,0,0.4531003111392424,0
905,Saudi Arabia,2019,1,0.4219001985492661,0
906,Saudi Arabia,2020,0,0.6021463043178703,1
907,Saudi Arabia,2021,0,0.44026245941375775,0
908,Saudi Arabia,2022,0,0.3141128941406436,0
909,Saudi Arabia,2023,0,0.33758198185202704,0
910,Yemen (North Yemen),2017,1,0.6186962005077076,1
911,Yemen (North Yemen),2018,1,0.5419983630407533,1
912,Yemen (North Yemen),2019,1,0.5333144265217252,1
913,Yemen (North Yemen),2020,1,0.5602717983271488,1
914,Yemen (North Yemen),2021,1,0.5197507440830302,1
915,Yemen (North Yemen),2022,1,0.4990912839965994,0
916,Yemen (North Yemen),2023,1,0.5013582555152334,1
917,Kuwait,2017,0,0.23550185639867094,0
918,Kuwait,2018,0,0.23693493577145297,0
919,Kuwait,2019,0,0.17616580010176167,0
920,Kuwait,2020,0,0.1804685754318369,0
921,Kuwait,2021,0,0.14703442083011198,0
922,Kuwait,2022,0,0.1314541795668453,0
923,Kuwait,2023,0,0.12219167392754324,0
924,Bahrain,2017,0,0.12977731640039436,0
925,Bahrain,2018,0,0.14271392003997446,0
926,Bahrain,2019,0,0.1274947658394502,0
927,Bahrain,2020,0,0.12641745524034154,0
928,Bahrain,2021,0,0.10405325583712517,0
929,Bahrain,2022,0,0.15055741837424497,0
930,Bahrain,2023,0,0.12874390173065192,0
931,Qatar,2017,0,0.033759460519974124,0
932,Qatar,2018,0,0.00562297397343553,0
933,Qatar,2019,0,0.00577467435158345,0
934,Qatar,2020,0,0.03849229453702795,0
935,Qatar,2021,0,0.014174172439211572,0
936,Qatar,2022,0,0.022315809750845385,0
937,Qatar,2023,0,0.0267342265336526,0
938,United Arab Emirates,2017,0,0.049317973170616744,0
939,United Arab Emirates,2018,0,0.020412571477165083,0
940,United Arab Emirates,2019,0,0.020673568242803447,0
941,United Arab Emirates,2020,0,0.05040841125681962,0
942,United Arab Emirates,2021,0,0.020965366079861568,0
943,United Arab Emirates,2022,0,0.021690910657308098,0
944,United Arab Emirates,2023,0,0.021952270666398627,0
945,Oman,2017,0,0.037417121088373646,0
946,Oman,2018,0,0.04419337916361593,0
947,Oman,2019,0,0.043375184560646596,0
948,Oman,2020,0,0.043405107673833127,0
949,Oman,2021,0,0.043397917647768416,0
950,Oman,2022,0,0.043333974854192714,0
951,Oman,2023,0,0.042827211589850006,0
952,Afghanistan,2017,1,0.8890758720415964,1
953,Afghanistan,2018,1,0.862848845795908,1
954,Afghanistan,2019,1,0.8258820508046425,1
955,Afghanistan,2020,1,0.8143623586229469,1
956,Afghanistan,2021,1,0.781627504862246,1
957,Afghanistan,2022,1,0.7636599202028891,1
958,Afghanistan,2023,1,0.7812152786223792,1
959,Turkmenistan,2017,0,0.030738022787557315,0
960,Turkmenistan,2018,0,0.029366012962165476,0
961,Turkmenistan,2019,0,0.05656024574578215,0
962,Turkmenistan,2020,0,0.048454904813552316,0
963,Turkmenistan,2021,0,0.055118013321591344,0
964,Turkmenistan,2022,0,0.06208308236009248,0
965,Turkmenistan,2023,0,0.06797304305238058,0
966,Tajikistan,2017,0,0.08991429559684058,0
967,Tajikistan,2018,1,0.09149038339849956,0
968,Tajikistan,2019,0,0.24019889209903397,0
969,Tajikistan,2020,0,0.1692878478027935,0
970,Tajikistan,2021,0,0.17559863146753907,0
971,Tajikistan,2022,0,0.2081642547371907,0
972,Tajikistan,2023,0,0.14897391779920524,0
973,Kyrgyzstan,2017,0,0.031453238977042344,0
974,Kyrgyzstan,2018,0,0.06647576875623584,0
975,Kyrgyzstan,2019,0,0.03255039631115976,0
976,Kyrgyzstan,2020,0,0.04962663865266119,0
977,Kyrgyzstan,2021,0,0.10213099178680701,0
978,Kyrgyzstan,2022,1,0.12196203057718663,0
979,Kyrgyzstan,2023,0,0.27154772486891016,0
980,Uzbekistan,2017,0,0.04990969040881811,0
981,Uzbekistan,2018,0,0.048597345060261796,0
982,Uzbekistan,2019,0,0.047986335076309256,0
983,Uzbekistan,2020,0,0.05887234960901243,0
984,Uzbekistan,2021,0,0.07397492120538762,0
985,Uzbekistan,2022,0,0.08327328298381376,0
986,Uzbekistan,2023,0,0.08468917763664918,0
987,Kazakhstan,2017,0,0.04391336268506871,0
988,Kazakhstan,2018,0,0.06674350253785052,0
989,Kazakhstan,2019,0,0.07503450419888469,0
990,Kazakhstan,2020,0,0.0945628389529927,0
991,Kazakhstan,2021,0,0.08570439556885089,0
992,Kazakhstan,2022,0,0.11621611656821872,0
993,Kazakhstan,2023,0,0.09330105752657147,0
994,China,2017,0,0.0666303098059567,0
995,China,2018,0,0.0709370707488229,0
996,China,2019,0,0.07600897958173128,0
997,China,2020,0,0.11811483908950594,0
998,China,2021,0,0.1300931827500177,0
999,China,2022,0,0.1597709932112169,0
1000,China,2023,0,0.1566041980154781,0
1001,Mongolia,2017,0,0.025781416907465382,0
1002,Mongolia,2018,0,0.049681297636159825,0
1003,Mongolia,2019,0,0.0689212644650761,0
1004,Mongolia,2020,0,0.07098160592145494,0
1005,Mongolia,2021,0,0.06851588845159978,0
1006,Mongolia,2022,0,0.07502556944224008,0
1007,Mongolia,2023,0,0.08957998890239259,0
1008,South Korea,2017,0,0.09403220710881532,0
1009,South Korea,2018,0,0.09317986519224297,0
1010,South Korea,2019,0,0.1012137606313661,0
1011,South Korea,2020,0,0.10039847932378612,0
1012,South Korea,2021,0,0.10039847932378612,0
1013,South Korea,2022,0,0.10016965403446779,0
1014,South Korea,2023,0,0.11567005072089553,0
1015,Japan,2017,0,0.00693159711679875,0
1016,Japan,2018,0,0.006934539954815431,0
1017,Japan,2019,0,0.006934539954815431,0
1018,Japan,2020,0,0.006934006867542023,0
1019,Japan,2021,0,0.0069443298129248055,0
1020,Japan,2022,0,0.006934006867542023,0
1021,Japan,2023,0,0.06505231281391824,0
1022,India,2017,1,0.8518945546577684,1
1023,India,2018,1,0.8761244448059898,1
1024,India,2019,1,0.8573883319220392,1
1025,India,2020,1,0.8780151716964048,1
1026,India,2021,1,0.80960364489205,1
1027,India,2022,1,0.767707607888326,1
1028,India,2023,1,0.6221854281122298,1
1029,Bhutan,2017,0,0.040230589260201,0
1030,Bhutan,2018,0,0.04150738052382195,0
1031,Bhutan,2019,0,0.04070211330485544,0
1032,Bhutan,2020,0,0.03901542465743709,0
1033,Bhutan,2021,0,0.051482201422426314,0
1034,Bhutan,2022,0,0.050756128008673185,0
1035,Bhutan,2023,0,0.05218142728882359,0
1036,Pakistan,2017,1,0.8643946056186569,1
1037,Pakistan,2018,1,0.9136862706939938,1
1038,Pakistan,2019,1,0.9110084474303711,1
1039,Pakistan,2020,1,0.8665467297443901,1
1040,Pakistan,2021,1,0.8327464582495016,1
1041,Pakistan,2022,1,0.8168174493878656,1
1042,Pakistan,2023,1,0.8436484842054022,1
1043,Bangladesh,2017,1,0.73873248657955,1
1044,Bangladesh,2018,1,0.6139750129241405,1
1045,Bangladesh,2019,0,0.5446726722056389,1
1046,Bangladesh,2020,1,0.44246732476547695,0
1047,Bangladesh,2021,1,0.6734299304666691,1
1048,Bangladesh,2022,1,0.6348323245164607,1
1049,Bangladesh,2023,1,0.5446599905311282,1
1050,Myanmar (Burma),2017,1,0.7423483303545009,1
1051,Myanmar (Burma),2018,1,0.7428999205729925,1
1052,Myanmar (Burma),2019,1,0.7286699560310903,1
1053,Myanmar (Burma),2020,1,0.7642225776059699,1
1054,Myanmar (Burma),2021,1,0.7765137527632274,1
1055,Myanmar (Burma),2022,1,0.7956290948881275,1
1056,Myanmar (Burma),2023,1,0.781936480331906,1
1057,Sri Lanka,2017,1,0.1623907363129087,0
1058,Sri Lanka,2018,0,0.2856812753831527,0
1059,Sri Lanka,2019,1,0.13419708169993722,0
1060,Sri Lanka,2020,0,0.2627538461411277,0
1061,Sri Lanka,2021,0,0.19887610478976417,0
1062,Sri Lanka,2022,0,0.26050377293801813,0
1063,Sri Lanka,2023,0,0.19289290853178995,0
1064,Maldives,2017,0,0.00939488115045344,0
1065,Maldives,2018,0,0.014834393464570998,0
1066,Maldives,2019,0,0.021165469970032987,0
1067,Maldives,2020,0,0.005395431846499916,0
1068,Maldives,2021,0,0.022922639122219653,0
1069,Maldives,2022,0,0.03393614249182182,0
1070,Maldives,2023,0,0.041379513819467674,0
1071,Nepal,2017,0,0.09326142939645486,0
1072,Nepal,2018,0,0.1078986475896063,0
1073,Nepal,2019,0,0.10718157030389888,0
1074,Nepal,2020,0,0.08351196097767853,0
1075,Nepal,2021,0,0.13934359417617773,0
1076,Nepal,2022,1,0.1648593072022093,0
1077,Nepal,2023,0,0.2712804227268492,0
1078,Thailand,2017,1,0.7836682413360994,1
1079,Thailand,2018,1,0.7910690403126089,1
1080,Thailand,2019,1,0.6637915923734187,1
1081,Thailand,2020,1,0.7336404144060853,1
1082,Thailand,2021,1,0.7160966810803944,1
1083,Thailand,2022,1,0.6257644706174492,1
1084,Thailand,2023,1,0.5965305961915912,1
1085,Cambodia (Kampuchea),2017,0,0.11709506890188234,0
1086,Cambodia (Kampuchea),2018,0,0.11309657266995153,0
1087,Cambodia (Kampuchea),2019,0,0.12983693094250806,0
1088,Cambodia (Kampuchea),2020,0,0.12173937747358074,0
1089,Cambodia (Kampuchea),2021,0,0.12749126813930586,0
1090,Cambodia (Kampuchea),2022,0,0.1530944939052643,0
1091,Cambodia (Kampuchea),2023,0,0.17205321538403873,0
1092,Laos,2017,0,0.01902938762285016,0
1093,Laos,2018,0,0.019067741758962795,0
1094,Laos,2019,0,0.05556382687115753,0
1095,Laos,2020,0,0.03467305977043095,0
1096,Laos,2021,0,0.05080593011965415,0
1097,Laos,2022,0,0.07463136002230356,0
1098,Laos,2023,0,0.07717360677014977,0
1099,Vietnam,2017,0,0.04200272915187585,0
1100,Vietnam,2018,0,0.04869411667255318,0
1101,Vietnam,2019,0,0.04338847104232671,0
1102,Vietnam,2020,0,0.051110541409338156,0
1103,Vietnam,2021,0,0.06621317002248064,0
1104,Vietnam,2022,0,0.0735660345719049,0
1105,Vietnam,2023,0,0.07896447558594177,0
1106,Malaysia,2017,0,0.10585733874626309,0
1107,Malaysia,2018,0,0.12038853093465854,0
1108,Malaysia,2019,0,0.1177166001467672,0
1109,Malaysia,2020,0,0.11891315894521753,0
1110,Malaysia,2021,0,0.10999348680400442,0
1111,Malaysia,2022,0,0.10605457463637476,0
1112,Malaysia,2023,0,0.12165440164078985,0
1113,Singapore,2017,0,0.015205201670931638,0
1114,Singapore,2018,0,0.01684580965434747,0
1115,Singapore,2019,0,0.017900847896354263,0
1116,Singapore,2020,0,0.01918526553589713,0
1117,Singapore,2021,0,0.014476275173336432,0
1118,Singapore,2022,0,0.04035909513243422,0
1119,Singapore,2023,0,0.039591121439820194,0
1120,Philippines,2017,1,0.9019980472062479,1
1121,Philippines,2018,1,0.8847276100815942,1
1122,Philippines,2019,1,0.8432236458873518,1
1123,Philippines,2020,1,0.8166728754635453,1
1124,Philippines,2021,1,0.8074887088108812,1
1125,Philippines,2022,1,0.7817411874378583,1
1126,Philippines,2023,1,0.755365166859581,1
1127,Indonesia,2017,0,0.26476277065141146,0
1128,Indonesia,2018,1,0.36744884991777826,0
1129,Indonesia,2019,0,0.39114731793321067,0
1130,Indonesia,2020,1,0.24423105278518858,0
1131,Indonesia,2021,1,0.4392759254240517,0
1132,Indonesia,2022,1,0.45704307720174464,0
1133,Indonesia,2023,1,0.4347377710275051,0
1134,East Timor,2017,0,0.03177714220535906,0
1135,East Timor,2018,0,0.053065296737676924,0
1136,East Timor,2019,0,0.08161363328310711,0
1137,East Timor,2020,0,0.08004380052509799,0
1138,East Timor,2021,0,0.07773092555187246,0
1139,East Timor,2022,0,0.08748606352614047,0
1140,East Timor,2023,0,0.08295318740000412,0
1141,Australia,2017,0,0.0013342707243734061,0
1142,Australia,2018,1,0.002116108331246982,0
1143,Australia,2019,0,0.08528759379606587,0
1144,Australia,2020,0,0.03819540915710952,0
1145,Australia,2021,0,0.0017356141315024447,0
1146,Australia,2022,0,0.011779830706886565,0
1147,Australia,2023,0,0.011938824009221933,0
1148,Papua New Guinea,2017,0,0.18550187951902014,0
1149,Papua New Guinea,2018,0,0.22734714893324215,0
1150,Papua New Guinea,2019,0,0.2323663550257063,0
1151,Papua New Guinea,2020,0,0.22692343960169734,0
1152,Papua New Guinea,2021,0,0.2513596650604943,0
1153,Papua New Guinea,2022,1,0.2392204161205617,0
1154,Papua New Guinea,2023,1,0.3729494576495491,0
1155,New Zealand,2017,0,0.09365496052315705,0
1156,New Zealand,2018,0,0.10759649606857632,0
1157,New Zealand,2019,0,0.0011248195367816992,0
1158,New Zealand,2020,0,0.0014076297675541215,0
1159,New Zealand,2021,0,0.0014221766746301987,0
1160,New Zealand,2022,0,0.010968799956135237,0
1161,New Zealand,2023,0,0.023380260346446816,0
1162,Solomon Islands,2017,0,0.012053753987138158,0
1163,Solomon Islands,2018,0,0.02570506025070339,0
