,country,year,d_civil_war,preds_proba,preds
595,Togo,2017,0,0.003805152125926256,0
596,Togo,2018,0,0.004265256016572606,0
597,Togo,2019,0,0.002116321449784705,0
598,Togo,2020,0,0.0023398973624860677,0
599,Togo,2021,0,0.0019798640613407207,0
600,Togo,2022,0,0.025455796223273697,0
601,Togo,2023,0,0.12407176954813635,0
602,Cameroon,2017,0,0.0019195554293340257,0
603,Cameroon,2018,0,0.00302486777453678,0
604,Cameroon,2019,0,0.013950280297308533,0
605,Cameroon,2020,0,0.03993063773889468,0
606,Cameroon,2021,0,0.04573141026562352,0
607,Cameroon,2022,0,0.05427128573646495,0
608,Cameroon,2023,0,0.12017910933873868,0
609,Nigeria,2017,1,0.6979084269122098,1
610,Nigeria,2018,1,0.6820321502086673,1
611,Nigeria,2019,1,0.6700088213540579,1
612,Nigeria,2020,1,0.6636989158469432,1
613,Nigeria,2021,1,0.6291207910008184,1
614,Nigeria,2022,1,0.5742614430284891,1
615,Nigeria,2023,1,0.5157350776554516,1
616,Gabon,2017,0,0.0014612558749231312,0
617,Gabon,2018,0,0.00014910774233909503,0
618,Gabon,2019,0,0.0014752485221486821,0
619,Gabon,2020,0,0.0016988244348500447,0
620,Gabon,2021,0,0.0009821977125991394,0
621,Gabon,2022,0,0.009194157482258875,0
622,Gabon,2023,0,0.07140769711751685,0
623,Central African Republic,2017,0,0.031971984608789125,0
624,Central African Republic,2018,0,0.0821414923456221,0
625,Central African Republic,2019,0,0.0631118312470168,0
626,Central African Republic,2020,0,0.09949853144895016,0
627,Central African Republic,2021,0,0.09929094405852998,0
628,Central African Republic,2022,0,0.12961859219447697,0
629,Central African Republic,2023,0,0.2349864963611614,0
630,Chad,2017,0,0.020795426029128837,0
631,Chad,2018,0,0.02278827961470216,0
632,Chad,2019,0,0.022107096162294455,0
633,Chad,2020,0,0.03270926759487641,0
634,Chad,2021,0,0.06538735359966683,0
635,Chad,2022,0,0.0793369164747893,0
636,Chad,2023,0,0.2226049585283711,0
637,Congo,2017,0,0.008425317340198291,0
638,Congo,2018,0,0.013318313847489778,0
639,Congo,2019,0,0.02224503491722047,0
640,Congo,2020,0,0.024893678933466015,0
641,Congo,2021,0,0.07750936897374325,0
642,Congo,2022,0,0.04621116436896032,0
643,Congo,2023,0,0.10229908369940904,0
644,DR Congo (Zaire),2017,1,0.23220109196630168,0
645,DR Congo (Zaire),2018,0,0.3494756535336936,0
646,DR Congo (Zaire),2019,0,0.15068568701998378,0
647,DR Congo (Zaire),2020,1,0.2279100701092212,0
648,DR Congo (Zaire),2021,1,0.3111575369132131,0
649,DR Congo (Zaire),2022,1,0.4177306879005379,0
650,DR Congo (Zaire),2023,0,0.5198645803258405,1
651,Uganda,2017,0,0.011010538371856077,0
652,Uganda,2018,0,0.017049770215846468,0
653,Uganda,2019,0,0.0116842218219494,0
654,Uganda,2020,0,0.011356439507725125,0
655,Uganda,2021,0,0.01835405680318664,0
656,Uganda,2022,0,0.04915875113118069,0
657,Uganda,2023,0,0.16633126267097811,0
658,Kenya,2017,0,0.006913818582571969,0
659,Kenya,2018,0,0.014600008795852094,0
660,Kenya,2019,0,0.01987567886056856,0
661,Kenya,2020,0,0.015167795681215308,0
662,Kenya,2021,0,0.018657997512643406,0
663,Kenya,2022,0,0.05679717883513381,0
664,Kenya,2023,0,0.21182086851522358,0
665,Tanzania,2017,0,0.0008900585235010596,0
666,Tanzania,2018,0,0.0015519912868748903,0
667,Tanzania,2019,0,0.0008900585235010596,0
668,Tanzania,2020,0,0.009306087678146915,0
669,Tanzania,2021,0,0.03958289837074307,0
670,Tanzania,2022,0,0.08489492195929862,0
671,Tanzania,2023,0,0.16885282504543114,0
672,Burundi,2017,0,0.1486092767676704,0
673,Burundi,2018,0,0.03457762540408465,0
674,Burundi,2019,0,0.039561125325265956,0
675,Burundi,2020,0,0.07264313259461952,0
676,Burundi,2021,0,0.05933057591432886,0
677,Burundi,2022,0,0.12269974400762745,0
678,Burundi,2023,0,0.19161978203684102,0
679,Rwanda,2017,0,0.007072772023628064,0
680,Rwanda,2018,0,0.006625448796610778,0
681,Rwanda,2019,0,0.009316488527397299,0
682,Rwanda,2020,0,0.012708838562594728,0
683,Rwanda,2021,0,0.02284232039810274,0
684,Rwanda,2022,0,0.10207774644277715,0
685,Rwanda,2023,0,0.15513373813135217,0
686,Somalia,2017,1,0.7370573531298164,1
687,Somalia,2018,1,0.6393154181517676,1
688,Somalia,2019,1,0.7031361714245878,1
689,Somalia,2020,1,0.6962241263763693,1
690,Somalia,2021,1,0.700893870494325,1
691,Somalia,2022,1,0.676720590394567,1
692,Somalia,2023,1,0.6099700533742165,1
693,Djibouti,2017,0,0.0036960646434357493,0
694,Djibouti,2018,0,0.0,0
695,Djibouti,2019,0,0.003110869342792072,0
696,Djibouti,2020,0,0.0,0
697,Djibouti,2021,0,4.23351879846385e-05,0
698,Djibouti,2022,0,0.014232477503786199,0
699,Djibouti,2023,0,0.06080628812455917,0
700,Ethiopia,2017,0,0.030515123439769108,0
701,Ethiopia,2018,0,0.10771072991004162,0
702,Ethiopia,2019,0,0.017555677499470342,0
703,Ethiopia,2020,1,0.08645297562413624,0
704,Ethiopia,2021,1,0.28601690618429476,0
705,Ethiopia,2022,1,0.3283567189692284,0
706,Ethiopia,2023,1,0.4776306677320906,0
707,Eritrea,2017,0,0.0017128184799829144,0
708,Eritrea,2018,0,0.0028628686529106246,0
709,Eritrea,2019,0,0.0028628686529106246,0
710,Eritrea,2020,0,0.16340825469676615,0
711,Eritrea,2021,0,0.18350933030107752,0
712,Eritrea,2022,0,0.03696475565759058,0
713,Eritrea,2023,0,0.1529051408712416,0
714,Angola,2017,0,0.0266071824097796,0
715,Angola,2018,0,0.013115853104667813,0
716,Angola,2019,0,0.01647020612605023,0
717,Angola,2020,0,0.021279501997733263,0
718,Angola,2021,0,0.015298545742986147,0
719,Angola,2022,0,0.03372583289188531,0
720,Angola,2023,0,0.1388610726265532,0
721,Mozambique,2017,0,0.00582793657756732,0
722,Mozambique,2018,0,0.00047967509650164266,0
723,Mozambique,2019,0,0.008753976160637696,0
724,Mozambique,2020,0,0.022505782849504184,0
725,Mozambique,2021,0,0.026404001261446763,0
726,Mozambique,2022,0,0.06237501991459829,0
727,Mozambique,2023,0,0.2815606457522607,0
728,Zambia,2017,0,0.007362033150783238,0
729,Zambia,2018,0,0.002938428334986847,0
730,Zambia,2019,0,0.0029279338495676837,0
731,Zambia,2020,0,0.0034076089460693265,0
732,Zambia,2021,0,0.004479925136442574,0
733,Zambia,2022,0,0.03158245679207986,0
734,Zambia,2023,0,0.11838131795694176,0
735,Zimbabwe,2017,0,1.614536218332806e-05,0
736,Zimbabwe,2018,0,0.005865533627670866,0
737,Zimbabwe,2019,0,0.0,0
738,Zimbabwe,2020,0,0.006019806616167978,0
739,Zimbabwe,2021,0,0.005636066538966663,0
740,Zimbabwe,2022,0,0.021065336506676288,0
741,Zimbabwe,2023,0,0.06738407763940994,0
742,Malawi,2017,0,0.007314008838964932,0
743,Malawi,2018,0,0.001448475211294066,0
744,Malawi,2019,0,0.001448475211294066,0
745,Malawi,2020,0,0.007084541750260729,0
746,Malawi,2021,0,0.007084541750260729,0
747,Malawi,2022,0,0.03779589551164874,0
748,Malawi,2023,0,0.10886779592242843,0
749,South Africa,2017,0,0.01810877035806338,0
750,South Africa,2018,0,0.01810877035806338,0
751,South Africa,2019,0,0.01810877035806338,0
752,South Africa,2020,0,0.01810877035806338,0
753,South Africa,2021,0,0.018049162990960526,0
754,South Africa,2022,0,0.05897282511896926,0
755,South Africa,2023,0,0.15986950054760743,0
756,Namibia,2017,0,0.00374124880778093,0
757,Namibia,2018,0,0.0008458475565417755,0
758,Namibia,2019,0,0.00234053971308034,0
759,Namibia,2020,0,0.0008458475565417755,0
760,Namibia,2021,0,0.0,0
761,Namibia,2022,0,0.03299734973322311,0
762,Namibia,2023,0,0.16445471491549854,0
763,Lesotho,2017,0,0.0035592231609512612,0
764,Lesotho,2018,0,0.0029169687131439036,0
765,Lesotho,2019,0,0.010285140735763722,0
766,Lesotho,2020,0,0.004688001044303228,0
767,Lesotho,2021,0,0.004688001044303228,0
768,Lesotho,2022,0,0.05125611721256159,0
769,Lesotho,2023,0,0.0742124607736126,0
770,Botswana,2017,0,0.0,0
771,Botswana,2018,0,0.0060100704827638195,0
772,Botswana,2019,0,0.016495354010066857,0
773,Botswana,2020,0,0.005636066538966663,0
774,Botswana,2021,0,0.005636066538966663,0
775,Botswana,2022,0,0.02204372758882578,0
776,Botswana,2023,0,0.11331553204605915,0
777,eSwatini,2017,0,0.0,0
778,eSwatini,2018,0,0.0,0
779,eSwatini,2019,0,0.0,0
780,eSwatini,2020,0,5.0407869076302535e-05,0
781,eSwatini,2021,0,0.005865533627670866,0
782,eSwatini,2022,0,0.02529549541299736,0
783,eSwatini,2023,0,0.060145718628403906,0
784,Madagascar,2017,0,0.006083389765983948,0
785,Madagascar,2018,0,0.009661975582122229,0
786,Madagascar,2019,0,0.00699202886724407,0
787,Madagascar,2020,0,0.005873635098893577,0
788,Madagascar,2021,0,0.0014593424880842436,0
789,Madagascar,2022,0,0.031592912986666825,0
790,Madagascar,2023,0,0.11253320128652994,0
791,Comoros,2017,0,0.0011928619387127602,0
792,Comoros,2018,0,0.004025909043155565,0
793,Comoros,2019,0,0.028478754300962635,0
794,Comoros,2020,0,0.028478754300962635,0
795,Comoros,2021,0,0.028191675821219068,0
796,Comoros,2022,0,0.048708898831214695,0
797,Comoros,2023,0,0.11261750259251148,0
798,Mauritius,2017,0,0.005636066538966663,0
799,Mauritius,2018,0,0.005636066538966663,0
800,Mauritius,2019,0,0.005636066538966663,0
801,Mauritius,2020,0,0.005652211901149991,0
802,Mauritius,2021,0,0.01150160016663753,0
803,Mauritius,2022,0,0.03819824808191061,0
804,Mauritius,2023,0,0.1082998901697666,0
805,Morocco,2017,0,0.0029007173306954954,0
806,Morocco,2018,0,0.0059056415261841445,0
807,Morocco,2019,0,0.011300630748998675,0
808,Morocco,2020,0,0.009700207647892388,0
809,Morocco,2021,0,0.013842969677466042,0
810,Morocco,2022,0,0.04165824028461492,0
811,Morocco,2023,0,0.1425944896127712,0
812,Algeria,2017,0,0.002775741775431943,0
813,Algeria,2018,0,0.0038963000055838902,0
814,Algeria,2019,0,0.03824475794386545,0
815,Algeria,2020,0,0.027439985042579006,0
816,Algeria,2021,0,0.03764590691456067,0
817,Algeria,2022,0,0.05706142691992731,0
818,Algeria,2023,0,0.20637825573454766,0
819,Tunisia,2017,0,0.07471504955951662,0
820,Tunisia,2018,0,0.004917102940876716,0
821,Tunisia,2019,0,0.0010420371472169363,0
822,Tunisia,2020,0,0.03193268811133855,0
823,Tunisia,2021,0,0.0020897556808977514,0
824,Tunisia,2022,0,0.03239072677424598,0
825,Tunisia,2023,0,0.11836460173376186,0
826,Libya,2017,0,0.48334678794766417,0
827,Libya,2018,0,0.3662623442636135,0
828,Libya,2019,1,0.3229538570612661,0
829,Libya,2020,0,0.513154027607275,1
830,Libya,2021,0,0.3757044674942057,0
831,Libya,2022,0,0.29623673816205925,0
832,Libya,2023,0,0.33881176088958187,0
833,Sudan,2017,0,0.6422791760316326,1
834,Sudan,2018,0,0.4553981576716201,0
835,Sudan,2019,0,0.4007577698764013,0
836,Sudan,2020,0,0.42925572891194413,0
837,Sudan,2021,0,0.564874324154473,1
838,Sudan,2022,0,0.5484861264266467,1
839,Sudan,2023,1,0.5325271770192428,1
840,South Sudan,2017,0,0.2464755823337795,0
841,South Sudan,2018,0,0.25493100779652167,0
842,South Sudan,2019,0,0.23108232007796176,0
843,South Sudan,2020,0,0.21928792794820662,0
844,South Sudan,2021,0,0.2825187944346892,0
845,South Sudan,2022,0,0.2428404735315658,0
846,South Sudan,2023,0,0.28012918897562206,0
847,Iran,2017,0,0.028366494814214948,0
848,Iran,2018,0,0.03046964169566203,0
849,Iran,2019,0,0.06514187106689832,0
850,Iran,2020,0,0.07823300390892231,0
851,Iran,2021,0,0.06856519725241086,0
852,Iran,2022,0,0.19918227803094438,0
853,Iran,2023,0,0.2607877466862151,0
854,Turkey,2017,0,0.4325980751167381,0
855,Turkey,2018,0,0.2548321170900629,0
856,Turkey,2019,0,0.24057443717973323,0
857,Turkey,2020,0,0.2434435943838968,0
858,Turkey,2021,0,0.2373605158174751,0
859,Turkey,2022,0,0.19444925763584636,0
860,Turkey,2023,0,0.13505738384036364,0
861,Iraq,2017,1,0.833856405380236,1
862,Iraq,2018,1,0.7982473200533913,1
863,Iraq,2019,0,0.8185781579894762,1
864,Iraq,2020,0,0.6629323896715449,1
865,Iraq,2021,0,0.6060647826579304,1
866,Iraq,2022,0,0.5743295123272212,1
867,Iraq,2023,0,0.4561918528582116,0
868,Egypt,2017,0,0.002504485874888169,0
869,Egypt,2018,0,0.005708114678250306,0
870,Egypt,2019,0,0.03549712663723612,0
871,Egypt,2020,0,0.03678301364917957,0
872,Egypt,2021,0,0.011554367576315937,0
873,Egypt,2022,0,0.045270142946925725,0
874,Egypt,2023,0,0.13924008735003615,0
875,Syria,2017,1,0.7696230029447574,1
876,Syria,2018,1,0.768807864319897,1
877,Syria,2019,1,0.6186318481838318,1
878,Syria,2020,1,0.7772040689244823,1
879,Syria,2021,1,0.7375347617811504,1
880,Syria,2022,0,0.6755251515156043,1
881,Syria,2023,1,0.4105727117836365,0
882,Lebanon,2017,0,0.013970604991110823,0
883,Lebanon,2018,0,0.01262757625937881,0
884,Lebanon,2019,0,0.02287896272320552,0
885,Lebanon,2020,0,0.02043828627523704,0
886,Lebanon,2021,0,0.024911105091369512,0
887,Lebanon,2022,0,0.04465038522634311,0
888,Lebanon,2023,0,0.19634795968939697,0
889,Jordan,2017,0,0.004454856315532255,0
890,Jordan,2018,0,0.0019448086789297574,0
891,Jordan,2019,0,0.001418437546082225,0
892,Jordan,2020,0,0.001418437546082225,0
893,Jordan,2021,0,0.0016553726956455156,0
894,Jordan,2022,0,0.027528148462193456,0
895,Jordan,2023,0,0.08469159412400017,0
896,Israel,2017,0,0.060005974197978935,0
897,Israel,2018,0,0.07830832944745127,0
898,Israel,2019,0,0.06355408324848584,0
899,Israel,2020,0,0.04854531578100045,0
900,Israel,2021,0,0.20192339075405186,0
901,Israel,2022,0,0.2805808973629484,0
902,Israel,2023,1,0.25760102460786233,0
903,Saudi Arabia,2017,0,0.00021258748863043698,0
904,Saudi Arabia,2018,0,0.0020543528237953936,0
905,Saudi Arabia,2019,0,0.001890257233604841,0
906,Saudi Arabia,2020,0,0.001890257233604841,0
907,Saudi Arabia,2021,0,0.0031770247761462134,0
908,Saudi Arabia,2022,0,0.0358018519577806,0
909,Saudi Arabia,2023,0,0.13792659381207195,0
910,Yemen (North Yemen),2017,1,0.666184923932637,1
911,Yemen (North Yemen),2018,1,0.583759779240588,1
912,Yemen (North Yemen),2019,1,0.6299483429376022,1
913,Yemen (North Yemen),2020,1,0.6074649062362328,1
914,Yemen (North Yemen),2021,1,0.5967789697771051,1
915,Yemen (North Yemen),2022,1,0.590115135198864,1
916,Yemen (North Yemen),2023,0,0.5470008121720088,1
917,Kuwait,2017,0,0.007928785160395063,0
918,Kuwait,2018,0,0.008082704279876124,0
919,Kuwait,2019,0,0.002848426611243139,0
920,Kuwait,2020,0,0.006544705640226784,0
921,Kuwait,2021,0,0.006802544059821122,0
922,Kuwait,2022,0,0.030600316116857165,0
923,Kuwait,2023,0,0.06985257428430584,0
924,Bahrain,2017,0,0.006880670987576652,0
925,Bahrain,2018,0,0.006869533982642028,0
926,Bahrain,2019,0,0.006749615208516618,0
927,Bahrain,2020,0,0.006709642283808147,0
928,Bahrain,2021,0,0.0028628686529106246,0
929,Bahrain,2022,0,0.02481029050694167,0
930,Bahrain,2023,0,0.06495826826744222,0
931,Qatar,2017,0,0.0026408553698241168,0
932,Qatar,2018,0,0.0026297183648894946,0
933,Qatar,2019,0,0.006208304181027775,0
934,Qatar,2020,0,0.0026297183648894946,0
935,Qatar,2021,0,0.00624256668792075,0
936,Qatar,2022,0,0.027158047976163117,0
937,Qatar,2023,0,0.07368537582267763,0
938,United Arab Emirates,2017,0,0.000869636127493048,0
939,United Arab Emirates,2018,0,0.0008584991225584258,0
940,United Arab Emirates,2019,0,0.0008584991225584258,0
941,United Arab Emirates,2020,0,0.0008584991225584258,0
942,United Arab Emirates,2021,0,0.0008927616294514003,0
943,United Arab Emirates,2022,0,0.02144399400426541,0
944,United Arab Emirates,2023,0,0.07117113527209318,0
945,Oman,2017,0,0.029571278122206047,0
946,Oman,2018,0,0.028091670525148875,0
947,Oman,2019,0,0.028091670525148875,0
948,Oman,2020,0,0.029571278122206047,0
949,Oman,2021,0,0.02812593303204185,0
950,Oman,2022,0,0.06870943557167913,0
951,Oman,2023,0,0.10109373942056185,0
952,Afghanistan,2017,1,0.8511130911707627,1
953,Afghanistan,2018,1,0.8093753789781162,1
954,Afghanistan,2019,1,0.8518291682324352,1
955,Afghanistan,2020,1,0.7938101270776343,1
956,Afghanistan,2021,1,0.7506289682121392,1
957,Afghanistan,2022,0,0.7367974006492104,1
958,Afghanistan,2023,0,0.5835770609119336,1
959,Turkmenistan,2017,0,0.004804857848830192,0
960,Turkmenistan,2018,0,0.00011784192326902896,0
961,Turkmenistan,2019,0,0.030188768380629005,0
962,Turkmenistan,2020,0,0.030228779604215043,0
963,Turkmenistan,2021,0,0.032571029952958144,0
964,Turkmenistan,2022,0,0.05502744420288878,0
965,Turkmenistan,2023,0,0.12410758747756691,0
966,Tajikistan,2017,0,0.04690602609910471,0
967,Tajikistan,2018,0,0.04957614336341672,0
968,Tajikistan,2019,0,0.05068111356921631,0
969,Tajikistan,2020,0,0.04746778970358918,0
970,Tajikistan,2021,0,0.041924705773196506,0
971,Tajikistan,2022,0,0.10446912865879601,0
972,Tajikistan,2023,0,0.12450049256621469,0
973,Kyrgyzstan,2017,0,0.00703320062286192,0
974,Kyrgyzstan,2018,0,0.00703320062286192,0
975,Kyrgyzstan,2019,0,0.0013971340838952566,0
976,Kyrgyzstan,2020,0,0.0013971340838952566,0
977,Kyrgyzstan,2021,0,0.00703320062286192,0
978,Kyrgyzstan,2022,0,0.026946010808566435,0
979,Kyrgyzstan,2023,0,0.051911602395242104,0
980,Uzbekistan,2017,0,0.008358850569803452,0
981,Uzbekistan,2018,0,0.005742302152150867,0
982,Uzbekistan,2019,0,0.009598616224338538,0
983,Uzbekistan,2020,0,0.005882583622938777,0
984,Uzbekistan,2021,0,0.007255001036924095,0
985,Uzbekistan,2022,0,0.04022197531052834,0
986,Uzbekistan,2023,0,0.11232202854870799,0
987,Kazakhstan,2017,0,0.0,0
988,Kazakhstan,2018,0,0.0,0
989,Kazakhstan,2019,0,0.0,0
990,Kazakhstan,2020,0,0.0,0
991,Kazakhstan,2021,0,0.0,0
992,Kazakhstan,2022,0,0.02431643898161465,0
993,Kazakhstan,2023,0,0.10171886941441798,0
994,China,2017,0,0.028698752047529474,0
995,China,2018,0,0.028698752047529474,0
996,China,2019,0,0.028698752047529474,0
997,China,2020,0,0.028698752047529474,0
998,China,2021,0,0.028698752047529474,0
999,China,2022,0,0.05423277516063432,0
1000,China,2023,0,0.13219134008324324,0
1001,Mongolia,2017,0,0.005679915874896383,0
1002,Mongolia,2018,0,0.0,0
1003,Mongolia,2019,0,0.0,0
1004,Mongolia,2020,0,0.005636066538966663,0
1005,Mongolia,2021,0,0.005636066538966663,0
1006,Mongolia,2022,0,0.0297482730977411,0
1007,Mongolia,2023,0,0.10084000011640779,0
1008,South Korea,2017,0,0.004140152982203486,0
1009,South Korea,2018,0,0.010352575504799991,0
1010,South Korea,2019,0,0.008838558428741487,0
1011,South Korea,2020,0,0.011423475890125732,0
1012,South Korea,2021,0,0.004328164645285933,0
1013,South Korea,2022,0,0.02082554489342075,0
1014,South Korea,2023,0,0.03152395583035128,0
1015,Japan,2017,0,0.0016720515893675458,0
1016,Japan,2018,0,0.0016720515893675458,0
1017,Japan,2019,0,0.0016720515893675458,0
1018,Japan,2020,0,0.0016720515893675458,0
1019,Japan,2021,0,0.0016720515893675458,0
1020,Japan,2022,0,0.008400490050814552,0
1021,Japan,2023,0,0.02970938409918972,0
1022,India,2017,0,0.07408939665660659,0
1023,India,2018,0,0.1082362856129406,0
1024,India,2019,0,0.07028279425217392,0
1025,India,2020,0,0.05664073238923678,0
1026,India,2021,0,0.056341830016488625,0
1027,India,2022,0,0.08279347207339467,0
1028,India,2023,0,0.16029049031773918,0
1029,Bhutan,2017,0,0.017470754938029992,0
1030,Bhutan,2018,0,0.00847976419643369,0
1031,Bhutan,2019,0,0.002853238098757175,0
1032,Bhutan,2020,0,0.0017349300312139624,0
1033,Bhutan,2021,0,0.003467803250660524,0
1034,Bhutan,2022,0,0.001821444030624641,0
1035,Bhutan,2023,0,0.019626525991654365,0
1036,Pakistan,2017,0,0.4267358531257863,0
1037,Pakistan,2018,0,0.4841801094774583,0
1038,Pakistan,2019,0,0.47124664673859396,0
1039,Pakistan,2020,0,0.3728243739382125,0
1040,Pakistan,2021,0,0.3354139464772463,0
1041,Pakistan,2022,0,0.3806892293810887,0
1042,Pakistan,2023,1,0.3088032684810117,0
1043,Bangladesh,2017,0,0.010105760906271214,0
1044,Bangladesh,2018,0,0.01281824232587587,0
1045,Bangladesh,2019,0,0.010700867108272609,0
1046,Bangladesh,2020,0,0.00972101623004427,0
1047,Bangladesh,2021,0,0.019949191744892063,0
1048,Bangladesh,2022,0,0.029137159574399267,0
1049,Bangladesh,2023,0,0.07447376337119557,0
1050,Myanmar (Burma),2017,0,0.003388209896407949,0
1051,Myanmar (Burma),2018,0,0.002973539179155974,0
1052,Myanmar (Burma),2019,0,0.029409436217109487,0
1053,Myanmar (Burma),2020,0,0.02472779710440966,0
1054,Myanmar (Burma),2021,1,0.2537321887234996,0
1055,Myanmar (Burma),2022,1,0.4654766740004261,0
1056,Myanmar (Burma),2023,1,0.5336295131403688,1
1057,Sri Lanka,2017,0,0.030032244240744098,0
1058,Sri Lanka,2018,0,0.07662766462485404,0
1059,Sri Lanka,2019,0,0.027185610290205716,0
1060,Sri Lanka,2020,0,0.02977815036668231,0
1061,Sri Lanka,2021,0,0.02633247963007511,0
1062,Sri Lanka,2022,0,0.07158169398741518,0
1063,Sri Lanka,2023,0,0.08846040908249456,0
1064,Maldives,2017,0,0.005652211901149991,0
1065,Maldives,2018,0,0.01150160016663753,0
1066,Maldives,2019,0,0.011272133077933327,0
1067,Maldives,2020,0,0.011272133077933327,0
1068,Maldives,2021,0,0.007425359447035804,0
1069,Maldives,2022,0,0.024155248137482273,0
1070,Maldives,2023,0,0.0635248486333613,0
1071,Nepal,2017,0,0.0187275888884841,0
1072,Nepal,2018,0,0.026749379304876288,0
1073,Nepal,2019,0,0.030503742545609287,0
1074,Nepal,2020,0,0.03565208206465806,0
1075,Nepal,2021,0,0.027234853186406834,0
1076,Nepal,2022,0,0.04152017010196482,0
1077,Nepal,2023,0,0.05095166954743814,0
1078,Thailand,2017,0,0.0014264623666913894,0
1079,Thailand,2018,0,0.0014264623666913894,0
1080,Thailand,2019,0,0.004366015001376405,0
1081,Thailand,2020,0,0.00543959074621789,0
1082,Thailand,2021,0,0.005183977473636584,0
1083,Thailand,2022,0,0.0455216555677208,0
1084,Thailand,2023,0,0.08186989023789279,0
1085,Cambodia (Kampuchea),2017,0,0.0006423443430652192,0
1086,Cambodia (Kampuchea),2018,0,0.001275561865861528,0
1087,Cambodia (Kampuchea),2019,0,0.0018614588914739694,0
1088,Cambodia (Kampuchea),2020,0,0.006232497508323043,0
1089,Cambodia (Kampuchea),2021,0,0.006232497508323043,0
1090,Cambodia (Kampuchea),2022,0,0.016002940477480663,0
1091,Cambodia (Kampuchea),2023,0,0.05714261267885918,0
1092,Laos,2017,0,0.003524398887297797,0
1093,Laos,2018,0,0.003524398887297797,0
1094,Laos,2019,0,0.005946909318163247,0
1095,Laos,2020,0,0.006044817368847741,0
1096,Laos,2021,0,0.005267778421658099,0
1097,Laos,2022,0,0.0182232040700518,0
1098,Laos,2023,0,0.05233174596031495,0
1099,Vietnam,2017,0,0.002488569298209287,0
1100,Vietnam,2018,0,0.002488569298209287,0
1101,Vietnam,2019,0,0.00875785335997226,0
1102,Vietnam,2020,0,0.008855761410656752,0
1103,Vietnam,2021,0,0.008078722463467112,0
1104,Vietnam,2022,0,0.024841982886722798,0
1105,Vietnam,2023,0,0.06745054304863242,0
1106,Malaysia,2017,0,0.00023756855992691352,0
1107,Malaysia,2018,0,0.00011737280703238801,0
1108,Malaysia,2019,0,0.003914194232105934,0
1109,Malaysia,2020,0,0.0006423443430652192,0
1110,Malaysia,2021,0,4.591337370883917e-05,0
1111,Malaysia,2022,0,0.009674990169477867,0
1112,Malaysia,2023,0,0.0526488767000506,0
1113,Singapore,2017,0,0.006027377072567124,0
1114,Singapore,2018,0,0.011876765338054662,0
1115,Singapore,2019,0,0.006011231710383796,0
1116,Singapore,2020,0,0.006011231710383796,0
1117,Singapore,2021,0,0.006011231710383796,0
1118,Singapore,2022,0,0.03480342883581873,0
1119,Singapore,2023,0,0.0645847673173385,0
1120,Philippines,2017,1,0.01732728546315675,0
1121,Philippines,2018,0,0.22458625452806064,0
1122,Philippines,2019,0,0.026330824365605427,0
1123,Philippines,2020,0,0.03239360209721895,0
1124,Philippines,2021,0,0.06863559422010937,0
1125,Philippines,2022,0,0.11790482142124774,0
1126,Philippines,2023,0,0.1448335290159576,0
1127,Indonesia,2017,0,0.00174241366073671,0
1128,Indonesia,2018,0,0.004160176377131173,0
1129,Indonesia,2019,0,0.004105080328680566,0
1130,Indonesia,2020,0,0.004105080328680566,0
1131,Indonesia,2021,0,0.0055134778327517306,0
1132,Indonesia,2022,0,0.03263457551175194,0
1133,Indonesia,2023,0,0.11796502622254716,0
1134,East Timor,2017,0,0.010417263646201415,0
1135,East Timor,2018,0,0.012206556554270555,0
1136,East Timor,2019,0,0.011311910100235984,0
1137,East Timor,2020,0,0.011311910100235984,0
1138,East Timor,2021,0,0.011311910100235984,0
1139,East Timor,2022,0,0.019912551928679148,0
1140,East Timor,2023,0,0.0722965671420716,0
1141,Australia,2017,0,0.00019881032311879336,0
1142,Australia,2018,0,0.00019881032311879336,0
1143,Australia,2019,0,0.0011622757351560226,0
1144,Australia,2020,0,0.00019881032311879336,0
1145,Australia,2021,0,0.0016898877465097437,0
1146,Australia,2022,0,0.02589698105040906,0
1147,Australia,2023,0,0.10164779022593187,0
1148,Papua New Guinea,2017,0,0.0017892929080691403,0
1149,Papua New Guinea,2018,0,0.0017892929080691403,0
1150,Papua New Guinea,2019,0,0.0017892929080691403,0
1151,Papua New Guinea,2020,0,0.0017892929080691403,0
1152,Papua New Guinea,2021,0,0.0018004299130037625,0
1153,Papua New Guinea,2022,0,0.009063039684356268,0
1154,Papua New Guinea,2023,0,0.07348602779342599,0
1155,New Zealand,2017,0,0.0,0
1156,New Zealand,2018,0,0.0,0
1157,New Zealand,2019,0,0.0,0
1158,New Zealand,2020,0,0.0,0
1159,New Zealand,2021,0,0.0,0
1160,New Zealand,2022,0,0.009237708753953492,0
1161,New Zealand,2023,0,0.017015854797823603,0
1162,Solomon Islands,2017,0,0.0,0
1163,Solomon Islands,2018,0,0.0,0
1164,Solomon Islands,2019,0,0.0,0
1165,Solomon Islands,2020,0,0.0,0
1166,Solomon Islands,2021,0,0.0,0
1167,Solomon Islands,2022,0,0.009799283367957878,0
1168,Solomon Islands,2023,0,0.06516504118522999,0
1169,Fiji,2017,0,0.0005343027433817571,0
1170,Fiji,2018,0,0.0005343027433817571,0
1171,Fiji,2019,0,0.0005343027433817571,0
1172,Fiji,2020,0,0.0014609008564889904,0
1173,Fiji,2021,0,0.0005343027433817571,0
