,country,year,d_protest,preds_proba,preds
588,Moldova,2023,1,0.697372370567699,1
589,Mongolia,2018,1,0.6348063192761495,1
590,Mongolia,2019,1,0.6376018322921466,1
591,Mongolia,2020,1,0.6642983929008474,1
592,Mongolia,2021,1,0.6690833627170967,1
593,Mongolia,2022,1,0.6671811945760527,1
594,Mongolia,2023,1,0.6806889060006232,1
595,Montenegro,2018,1,0.5988839209732745,1
596,Montenegro,2019,1,0.6213704209500581,1
597,Montenegro,2020,1,0.6209438803860627,1
598,Montenegro,2021,1,0.5855135295350646,1
599,Montenegro,2022,1,0.5920093861403575,1
600,Montenegro,2023,1,0.5904423449246026,1
601,Morocco,2017,1,0.8242547260759608,1
602,Morocco,2018,1,0.8354391752187625,1
603,Morocco,2019,1,0.8003133362401145,1
604,Morocco,2020,1,0.7958353470308195,1
605,Morocco,2021,1,0.8126168142960375,1
606,Morocco,2022,1,0.7958489836082253,1
607,Morocco,2023,1,0.7589085747614397,1
608,Mozambique,2017,0,0.11329356534495569,0
609,Mozambique,2018,0,0.14204886907167238,0
610,Mozambique,2019,0,0.14239478552160162,0
611,Mozambique,2020,0,0.16778999778448817,0
612,Mozambique,2021,0,0.17584829829867282,0
613,Mozambique,2022,1,0.1939649551136769,0
614,Mozambique,2023,1,0.23146051494159256,0
615,Myanmar (Burma),2017,1,0.8801958483474714,1
616,Myanmar (Burma),2018,1,0.8683150755176089,1
617,Myanmar (Burma),2019,1,0.8597273803665958,1
618,Myanmar (Burma),2020,1,0.8482772061752231,1
619,Myanmar (Burma),2021,1,0.8247564817120248,1
620,Myanmar (Burma),2022,1,0.8181154617416841,1
621,Myanmar (Burma),2023,1,0.7917125541624545,1
622,Namibia,2017,0,0.7927581348913746,1
623,Namibia,2018,1,0.7066029310815098,1
624,Namibia,2019,1,0.6227205189086685,1
625,Namibia,2020,1,0.623127401267136,1
626,Namibia,2021,1,0.6071105646700957,1
627,Namibia,2022,1,0.5965993310443238,1
628,Namibia,2023,1,0.5570835086638841,1
629,Nepal,2017,1,0.892937292626471,1
630,Nepal,2018,1,0.8732691500464443,1
631,Nepal,2019,1,0.8400416421638657,1
632,Nepal,2020,1,0.8234631944989675,1
633,Nepal,2021,1,0.801066476797557,1
634,Nepal,2022,1,0.7930943902613491,1
635,Nepal,2023,1,0.7547810707053542,1
636,Netherlands,2020,1,0.7001804858246224,1
637,Netherlands,2021,1,0.6935747766304087,1
638,Netherlands,2022,1,0.6906737429663252,1
639,Netherlands,2023,1,0.6720671979254945,1
640,New Zealand,2021,1,0.6458275753296433,1
641,New Zealand,2022,1,0.6460849403441027,1
642,New Zealand,2023,1,0.6185110618778614,1
643,Nicaragua,2018,1,0.5305596456956008,1
644,Nicaragua,2019,1,0.5311331937315742,1
645,Nicaragua,2020,1,0.4909400845232195,0
646,Nicaragua,2021,0,0.4696122884507823,0
647,Nicaragua,2022,0,0.4689432208659548,0
648,Nicaragua,2023,0,0.4911024603560002,0
649,Niger,2017,0,0.11481802858647804,0
650,Niger,2018,0,0.14225249980830285,0
651,Niger,2019,1,0.1940946942798004,0
652,Niger,2020,0,0.19814753364982718,0
653,Niger,2021,0,0.206008271847297,0
654,Niger,2022,0,0.21666512596037701,0
655,Niger,2023,1,0.23904310907064324,0
656,Nigeria,2017,1,0.8509971688837474,1
657,Nigeria,2018,1,0.8242214523675553,1
658,Nigeria,2019,1,0.7899696455191713,1
659,Nigeria,2020,1,0.7663494606645378,1
660,Nigeria,2021,1,0.7276744385211428,1
661,Nigeria,2022,1,0.7056877970407598,1
662,Nigeria,2023,1,0.6735972488152817,1
663,North Macedonia,2018,1,0.7033395457433009,1
664,North Macedonia,2019,1,0.6970148098847232,1
665,North Macedonia,2020,1,0.6854389720430287,1
666,North Macedonia,2021,1,0.6848868423743503,1
667,North Macedonia,2022,1,0.6970528314281725,1
668,North Macedonia,2023,1,0.6682385266105784,1
669,Norway,2020,1,0.5559749818908721,1
670,Norway,2021,1,0.5433576643734499,1
671,Norway,2022,1,0.5278449232050264,1
672,Norway,2023,1,0.5165257753614073,1
673,Oman,2017,0,0.2160376067418802,0
674,Oman,2018,0,0.2597383061333117,0
675,Oman,2019,0,0.28141879964023764,0
676,Oman,2020,0,0.3103736557825052,0
677,Oman,2021,0,0.31829069462224824,0
678,Oman,2022,0,0.29573750447051533,0
679,Oman,2023,0,0.28148015277617955,0
680,Pakistan,2017,1,0.9471577604819015,1
681,Pakistan,2018,1,0.9344673171722752,1
682,Pakistan,2019,1,0.9241131332599002,1
683,Pakistan,2020,1,0.9109054070957157,1
684,Pakistan,2021,1,0.9145889601023183,1
685,Pakistan,2022,1,0.9011256707032678,1
686,Pakistan,2023,1,0.8470145221370001,1
687,Panama,2018,1,0.6369574502102079,1
688,Panama,2019,1,0.6403763208284428,1
689,Panama,2020,1,0.649726497568781,1
690,Panama,2021,1,0.6411251930503323,1
691,Panama,2022,1,0.6100303409181335,1
692,Panama,2023,1,0.6000439675613816,1
693,Papua New Guinea,2021,1,0.35985124887953807,0
694,Papua New Guinea,2022,1,0.3864581812537385,0
695,Papua New Guinea,2023,1,0.3551758209134265,0
696,Paraguay,2018,1,0.5545708221666101,1
697,Paraguay,2019,1,0.5803866205303553,1
698,Paraguay,2020,1,0.607330938569155,1
699,Paraguay,2021,1,0.6188602379757643,1
700,Paraguay,2022,1,0.610143868170048,1
701,Paraguay,2023,1,0.5986571269770499,1
702,Peru,2018,1,0.6933188994691354,1
703,Peru,2019,1,0.7035024203995636,1
704,Peru,2020,1,0.714608834103695,1
705,Peru,2021,1,0.7040418755037956,1
706,Peru,2022,1,0.6972909757590415,1
707,Peru,2023,1,0.6428346285965096,1
708,Philippines,2017,1,0.8996355406473341,1
709,Philippines,2018,1,0.8895342216238258,1
710,Philippines,2019,1,0.8830802456357076,1
711,Philippines,2020,1,0.8881719166519937,1
712,Philippines,2021,1,0.8717649433241432,1
713,Philippines,2022,1,0.8501369532090627,1
714,Philippines,2023,1,0.8101032663306382,1
715,Poland,2020,1,0.7067600631088674,1
716,Poland,2021,1,0.7049711972442351,1
717,Poland,2022,1,0.6797583333294588,1
718,Poland,2023,1,0.641901490639434,1
719,Portugal,2020,1,0.6472225185570724,1
720,Portugal,2021,1,0.6465944717617439,1
721,Portugal,2022,1,0.6437966552860342,1
722,Portugal,2023,1,0.6351694831120687,1
723,Qatar,2017,0,0.17480470466520093,0
724,Qatar,2018,0,0.1975334742350971,0
725,Qatar,2019,0,0.20732516496482226,0
726,Qatar,2020,0,0.23725535539902068,0
727,Qatar,2021,0,0.29076081928721786,0
728,Qatar,2022,0,0.2755828176735241,0
729,Qatar,2023,0,0.3171926297887182,0
730,Congo,2017,0,0.08852524857240027,0
731,Congo,2018,0,0.12822004269618958,0
732,Congo,2019,0,0.15244671692399608,0
733,Congo,2020,0,0.17055412683549304,0
734,Congo,2021,0,0.17093672327237663,0
735,Congo,2022,0,0.18531965473679685,0
736,Congo,2023,0,0.2000711974631717,0
737,Romania,2018,1,0.682104293741527,1
738,Romania,2019,1,0.7106660302926657,1
739,Romania,2020,1,0.7378815219714265,1
740,Romania,2021,1,0.717090678197832,1
741,Romania,2022,1,0.7007062016609577,1
742,Romania,2023,1,0.6636454425970595,1
743,Russia (Soviet Union),2018,1,0.6834001179375719,1
744,Russia (Soviet Union),2019,1,0.6867485305586579,1
745,Russia (Soviet Union),2020,1,0.706368630431589,1
746,Russia (Soviet Union),2021,1,0.6778883905602343,1
747,Russia (Soviet Union),2022,1,0.6908081590351473,1
748,Russia (Soviet Union),2023,1,0.6635278325481375,1
749,Rwanda,2017,0,0.12950996472060713,0
750,Rwanda,2018,0,0.15861689160796824,0
751,Rwanda,2019,0,0.20409994863221131,0
752,Rwanda,2020,0,0.2344580937023726,0
753,Rwanda,2021,0,0.24220516554673743,0
754,Rwanda,2022,0,0.24889154485777876,0
755,Rwanda,2023,0,0.2529022649892164,0
756,Saudi Arabia,2017,0,0.2700483994597786,0
757,Saudi Arabia,2018,0,0.2922322994664625,0
758,Saudi Arabia,2019,0,0.29302051350475655,0
759,Saudi Arabia,2020,0,0.3076369434427637,0
760,Saudi Arabia,2021,0,0.3183585054095276,0
761,Saudi Arabia,2022,0,0.2792865076703397,0
762,Saudi Arabia,2023,0,0.2885773775314381,0
763,Senegal,2017,1,0.6071522275618036,1
764,Senegal,2018,1,0.552808104301058,1
765,Senegal,2019,1,0.6058259582365134,1
766,Senegal,2020,1,0.5850619377877876,1
767,Senegal,2021,1,0.5640795062221537,1
768,Senegal,2022,1,0.5434528544891504,1
769,Senegal,2023,1,0.5234038947108604,1
770,Serbia,2018,1,0.6509595675326882,1
771,Serbia,2019,1,0.6409019541065495,1
772,Serbia,2020,1,0.6433121879461297,1
773,Serbia,2021,1,0.6484255916768935,1
774,Serbia,2022,1,0.6510807494330308,1
775,Serbia,2023,1,0.6574822524983565,1
776,Sierra Leone,2017,0,0.07086189166809753,0
777,Sierra Leone,2018,1,0.10378741931734199,0
778,Sierra Leone,2019,0,0.1344340166989613,0
779,Sierra Leone,2020,0,0.14981817034121644,0
780,Sierra Leone,2021,0,0.14782327131116416,0
781,Sierra Leone,2022,0,0.1756369640503705,0
782,Sierra Leone,2023,0,0.17860818107032944,0
783,Singapore,2020,0,0.5811868932628523,1
784,Singapore,2021,0,0.5808952657289165,1
785,Singapore,2022,0,0.5654281384640317,1
786,Singapore,2023,0,0.5604114825956438,1
787,Slovakia,2020,1,0.6490819695107739,1
788,Slovakia,2021,1,0.6643737302624059,1
789,Slovakia,2022,1,0.6614340515020546,1
790,Slovakia,2023,1,0.6371936149515217,1
791,Slovenia,2020,1,0.6102910377602138,1
792,Slovenia,2021,1,0.589425752266294,1
793,Slovenia,2022,1,0.5901507431404253,1
794,Slovenia,2023,1,0.5899128106114563,1
795,Solomon Islands,2021,0,0.31174640613373267,0
796,Solomon Islands,2022,0,0.3095180426080331,0
797,Solomon Islands,2023,0,0.3046202405520501,0
798,Somalia,2017,1,0.8226582716439732,1
799,Somalia,2018,1,0.7621545138522952,1
800,Somalia,2019,1,0.7576461672071853,1
801,Somalia,2020,1,0.7761114392565693,1
802,Somalia,2021,1,0.7923283827733891,1
803,Somalia,2022,1,0.6432971701511874,1
804,Somalia,2023,1,0.5979405275207703,1
805,South Africa,2017,1,0.9404563974140939,1
806,South Africa,2018,1,0.9266476498470116,1
807,South Africa,2019,1,0.8945640322173749,1
808,South Africa,2020,1,0.8831565031707831,1
809,South Africa,2021,1,0.8786543608880645,1
810,South Africa,2022,1,0.8503371217879141,1
811,South Africa,2023,1,0.8147621207646647,1
812,South Korea,2018,1,0.720781482568461,1
813,South Korea,2019,1,0.7291831201559169,1
814,South Korea,2020,1,0.7313868541759072,1
815,South Korea,2021,1,0.720757972462195,1
816,South Korea,2022,1,0.7293280734944277,1
817,South Korea,2023,1,0.6921482100616208,1
818,South Sudan,2017,1,0.6997917279485035,1
819,South Sudan,2018,0,0.6414689817149262,1
820,South Sudan,2019,0,0.6101953085259318,1
821,South Sudan,2020,1,0.5491744534725063,1
822,South Sudan,2021,1,0.5798142119613369,1
823,South Sudan,2022,1,0.5586807815434465,1
824,South Sudan,2023,1,0.4801381425789677,0
825,Spain,2020,1,0.71863133451155,1
826,Spain,2021,1,0.7180752548314735,1
827,Spain,2022,1,0.7118591416547084,1
828,Spain,2023,1,0.6956979786636525,1
829,Sri Lanka,2017,1,0.9622431461479826,1
830,Sri Lanka,2018,1,0.9334293609150813,1
831,Sri Lanka,2019,1,0.9486393642322567,1
832,Sri Lanka,2020,1,0.934683901432106,1
833,Sri Lanka,2021,1,0.9338843751127688,1
834,Sri Lanka,2022,1,0.9271065760945303,1
835,Sri Lanka,2023,1,0.891427426445539,1
836,Sudan,2017,1,0.838579906907519,1
837,Sudan,2018,1,0.7979472597341036,1
838,Sudan,2019,1,0.7628984056061905,1
839,Sudan,2020,1,0.7336972643284396,1
840,Sudan,2021,1,0.7226671554515004,1
841,Sudan,2022,1,0.6589047794269806,1
842,Sudan,2023,1,0.5749382611928472,1
843,Suriname,2018,1,0.4919220143630813,0
844,Suriname,2019,0,0.49101788830377957,0
845,Suriname,2020,1,0.4880809683431814,0
846,Suriname,2021,1,0.4654203628425162,0
847,Suriname,2022,1,0.4780363238167552,0
848,Suriname,2023,1,0.46670882096332705,0
849,Sweden,2020,1,0.5688954811996828,1
850,Sweden,2021,1,0.5707746459924747,1
851,Sweden,2022,1,0.5675886401888498,1
852,Sweden,2023,1,0.5540457120474843,1
853,Switzerland,2020,1,0.6361371654941652,1
854,Switzerland,2021,1,0.6304291407969915,1
855,Switzerland,2022,1,0.631998051893146,1
856,Switzerland,2023,1,0.6086740777316052,1
857,Syria,2017,1,0.6712852632179929,1
858,Syria,2018,1,0.6674514120153652,1
859,Syria,2019,1,0.6594438975136646,1
860,Syria,2020,1,0.6222676480349025,1
861,Syria,2021,1,0.6336070139109368,1
862,Syria,2022,1,0.6294342900835117,1
863,Syria,2023,1,0.610387706021834,1
864,Tajikistan,2018,0,0.5571337498511945,1
865,Tajikistan,2019,0,0.5564857223131316,1
866,Tajikistan,2020,0,0.5840069902902992,1
867,Tajikistan,2021,0,0.6022285606631628,1
868,Tajikistan,2022,0,0.6369086653842583,1
869,Tajikistan,2023,0,0.578798304518663,1
870,Tanzania,2017,0,0.1807596262775711,0
871,Tanzania,2018,0,0.24894466809891036,0
872,Tanzania,2019,0,0.26702749411416205,0
873,Tanzania,2020,0,0.32013360308747296,0
874,Tanzania,2021,0,0.31708077222587683,0
875,Tanzania,2022,0,0.33212315772465234,0
876,Tanzania,2023,0,0.3457223628483025,0
877,Thailand,2017,1,0.9324277802554077,1
878,Thailand,2018,1,0.9295363048113515,1
879,Thailand,2019,1,0.8862804918537609,1
880,Thailand,2020,1,0.8855146048179697,1
881,Thailand,2021,1,0.88535180838982,1
882,Thailand,2022,1,0.8649204919059515,1
883,Thailand,2023,1,0.8330635348073803,1
884,Togo,2017,1,0.233512810127312,0
885,Togo,2018,0,0.25576430993749655,0
886,Togo,2019,0,0.27912393164396665,0
887,Togo,2020,0,0.28137554599657466,0
888,Togo,2021,0,0.29318331933584796,0
889,Togo,2022,0,0.32169274437545453,0
890,Togo,2023,0,0.3367384345772262,0
891,Trinidad and Tobago,2018,1,0.6448767600646019,1
892,Trinidad and Tobago,2019,1,0.6490550158118478,1
893,Trinidad and Tobago,2020,1,0.6553470664896502,1
894,Trinidad and Tobago,2021,1,0.6522960292962238,1
895,Trinidad and Tobago,2022,1,0.6444817998868125,1
896,Trinidad and Tobago,2023,1,0.6249465588692147,1
897,Tunisia,2017,1,0.9277833821400747,1
898,Tunisia,2018,1,0.9188777766665676,1
899,Tunisia,2019,1,0.9059417207335916,1
900,Tunisia,2020,1,0.8602681893909981,1
901,Tunisia,2021,1,0.8487286846092966,1
902,Tunisia,2022,1,0.8224033476753388,1
903,Tunisia,2023,1,0.7910533636868016,1
904,Turkey,2017,1,0.9097202215089178,1
905,Turkey,2018,1,0.8985367916793293,1
906,Turkey,2019,1,0.8769098059960477,1
907,Turkey,2020,1,0.8754408336126553,1
908,Turkey,2021,1,0.8616319642890236,1
909,Turkey,2022,1,0.8295377204777307,1
910,Turkey,2023,1,0.8126587764835291,1
911,Turkmenistan,2018,0,0.5140645814131505,1
912,Turkmenistan,2019,0,0.540671524586132,1
913,Turkmenistan,2020,0,0.563699562949258,1
914,Turkmenistan,2021,0,0.5822037442408668,1
915,Turkmenistan,2022,0,0.5852226547692789,1
916,Turkmenistan,2023,0,0.582421893898139,1
917,Uganda,2017,1,0.6403530329937347,1
918,Uganda,2018,1,0.6163407816094417,1
919,Uganda,2019,1,0.6163225887906082,1
920,Uganda,2020,1,0.6360755767087752,1
921,Uganda,2021,1,0.6302073086823369,1
922,Uganda,2022,1,0.6464359119748474,1
923,Uganda,2023,1,0.6168668959913589,1
924,Ukraine,2018,1,0.8002759182932249,1
925,Ukraine,2019,1,0.7948124213335933,1
926,Ukraine,2020,1,0.8054680974703587,1
927,Ukraine,2021,1,0.761783367564014,1
928,Ukraine,2022,1,0.7710707666688408,1
929,Ukraine,2023,1,0.7636455319938968,1
930,United Arab Emirates,2017,0,0.3456048894062739,0
931,United Arab Emirates,2018,0,0.35576049507332774,0
932,United Arab Emirates,2019,0,0.36701073196029316,0
933,United Arab Emirates,2020,0,0.4004509827076595,0
934,United Arab Emirates,2021,0,0.37086260650308533,0
935,United Arab Emirates,2022,0,0.3505319882483778,0
936,United Arab Emirates,2023,0,0.3578793462553666,0
937,United Kingdom,2020,1,0.7263246390482208,1
938,United Kingdom,2021,1,0.730449773418811,1
939,United Kingdom,2022,1,0.7138208525799417,1
940,United Kingdom,2023,1,0.6931222614196111,1
941,United States of America,2020,1,0.7383182034513456,1
942,United States of America,2021,1,0.7360037952937205,1
943,United States of America,2022,1,0.7245281097016351,1
944,United States of America,2023,1,0.7016166987219259,1
945,Uruguay,2018,1,0.6517077243841394,1
946,Uruguay,2019,1,0.6639679637454614,1
947,Uruguay,2020,1,0.6607179547562096,1
948,Uruguay,2021,1,0.6666654940505674,1
949,Uruguay,2022,1,0.6619293045632031,1
950,Uruguay,2023,1,0.6356940482531336,1
951,Uzbekistan,2018,0,0.6760045760557085,1
952,Uzbekistan,2019,1,0.6927950625003871,1
953,Uzbekistan,2020,1,0.7240386436308868,1
954,Uzbekistan,2021,1,0.7157296191437249,1
955,Uzbekistan,2022,1,0.7117482116517015,1
956,Uzbekistan,2023,1,0.6854408851039242,1
957,Venezuela,2018,1,0.641711945039127,1
958,Venezuela,2019,1,0.6465519681888214,1
959,Venezuela,2020,1,0.6406161839584024,1
960,Venezuela,2021,1,0.6336708987837341,1
961,Venezuela,2022,1,0.5862285155850571,1
962,Venezuela,2023,1,0.5654805215240072,1
963,Vietnam,2017,1,0.7096336685454033,1
964,Vietnam,2018,1,0.6954251597357135,1
965,Vietnam,2019,0,0.7515802841120436,1
966,Vietnam,2020,0,0.7059158643981198,1
967,Vietnam,2021,0,0.7010176413348346,1
968,Vietnam,2022,0,0.6690915731623729,1
969,Vietnam,2023,0,0.6619048452925065,1
970,Yemen (North Yemen),2017,1,0.7416874426242088,1
971,Yemen (North Yemen),2018,1,0.7140552247575666,1
972,Yemen (North Yemen),2019,1,0.7044827055469962,1
973,Yemen (North Yemen),2020,1,0.6912308789842503,1
974,Yemen (North Yemen),2021,1,0.6853731640124197,1
975,Yemen (North Yemen),2022,1,0.6882243598288764,1
976,Yemen (North Yemen),2023,1,0.6377126551948779,1
977,Zambia,2017,0,0.3509684002830377,0
978,Zambia,2018,0,0.35932411665854,0
979,Zambia,2019,0,0.3698073409906055,0
980,Zambia,2020,0,0.35148830938201864,0
981,Zambia,2021,1,0.3326316522901806,0
982,Zambia,2022,1,0.32974623178277734,0
983,Zambia,2023,0,0.30058385682214783,0
984,Zimbabwe,2017,1,0.7491904614342562,1
985,Zimbabwe,2018,1,0.743539109160684,1
986,Zimbabwe,2019,1,0.6588275621183993,1
987,Zimbabwe,2020,1,0.6145078421627939,1
988,Zimbabwe,2021,1,0.6157474037603586,1
989,Zimbabwe,2022,1,0.5687366152417971,1
990,Zimbabwe,2023,1,0.5336070171307077,1
991,eSwatini,2017,0,0.11628701216294328,0
992,eSwatini,2018,0,0.13775895022874987,0
993,eSwatini,2019,0,0.15218901437263785,0
994,eSwatini,2020,0,0.16433861997047033,0
995,eSwatini,2021,1,0.19392964023717518,0
996,eSwatini,2022,1,0.21716655660378054,0
997,eSwatini,2023,1,0.23242943301186242,0
